awayscore,ball,batsman,batsmanid,batsmanteam,bowler,bowlerid,bowlerteam,by_how_many,by_what,city,date,dismissal,dismissaltype,eventid,extras,fallofwickets,homescore,innings,ipl_season,matchid,mom,nonstriker,nonstrikerid,otherathleteinvolved,otherathleteinvolvedid,over,remainingballs,result,runrate,runs,scorevalue,sequence,target,team1,team2,tossdecision,validball,venue,winner,year
0,54,Rishabh Pant,931581,Delhi Capitals,Krishnappa Gowtham,424377,Kings XI Punjab,,,,,False,,1216493,0,0,45/3,1st innings,ipl20,,,Shreyas Iyer,642519,,,8.6,66,,5.0,1,1,100806,0,,,,0,,,
0,54,Rishabh Pant,931581,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,1,0,46/3,1st innings,ipl20,,,Shreyas Iyer,642519,,,9.0,66,,5.11,1,1,100901,0,,,,1,,,
0,55,Rishabh Pant,931581,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,46/3,1st innings,ipl20,,,Shreyas Iyer,642519,,,9.1,65,,5.01,0,0,100902,0,,,,0,,,
0,56,Rishabh Pant,931581,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,46/3,1st innings,ipl20,,,Shreyas Iyer,642519,,,9.2,64,,4.92,0,0,100903,0,,,,0,,,
0,57,Rishabh Pant,931581,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,47/3,1st innings,ipl20,,,Shreyas Iyer,642519,,,9.3,63,,4.94,1,1,100904,0,,,,0,,,
0,58,Shreyas Iyer,642519,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,47/3,1st innings,ipl20,,,Rishabh Pant,931581,,,9.4,62,,4.86,0,0,100905,0,,,,0,,,
0,59,Shreyas Iyer,642519,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,48/3,1st innings,ipl20,,,Rishabh Pant,931581,,,9.5,61,,4.88,1,1,100906,0,,,,0,,,
0,60,Rishabh Pant,931581,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,49/3,1st innings,ipl20,,,Shreyas Iyer,642519,,,9.6,60,,4.9,1,1,100907,0,,,,0,,,
0,61,Rishabh Pant,931581,Delhi Capitals,Krishnappa Gowtham,424377,Kings XI Punjab,,,,,False,,1216493,0,0,50/3,1st innings,ipl20,,,Shreyas Iyer,642519,,,10.1,59,,4.91,1,1,101001,0,,,,0,,,
0,62,Shreyas Iyer,642519,Delhi Capitals,Krishnappa Gowtham,424377,Kings XI Punjab,,,,,False,,1216493,0,0,52/3,1st innings,ipl20,,,Rishabh Pant,931581,,,10.2,58,,5.03,2,2,101002,0,,,,0,,,
0,63,Shreyas Iyer,642519,Delhi Capitals,Krishnappa Gowtham,424377,Kings XI Punjab,,,,,False,,1216493,0,0,54/3,1st innings,ipl20,,,Rishabh Pant,931581,,,10.3,57,,5.14,2,2,101003,0,,,,0,,,
0,64,Shreyas Iyer,642519,Delhi Capitals,Krishnappa Gowtham,424377,Kings XI Punjab,,,,,False,,1216493,0,0,54/3,1st innings,ipl20,,,Rishabh Pant,931581,,,10.4,56,,5.06,0,0,101004,0,,,,0,,,
0,65,Shreyas Iyer,642519,Delhi Capitals,Krishnappa Gowtham,424377,Kings XI Punjab,,,,,False,,1216493,0,0,55/3,1st innings,ipl20,,,Rishabh Pant,931581,,,10.5,55,,5.07,1,1,101005,0,,,,0,,,
0,66,Rishabh Pant,931581,Delhi Capitals,Krishnappa Gowtham,424377,Kings XI Punjab,,,,,False,,1216493,0,0,56/3,1st innings,ipl20,,,Shreyas Iyer,642519,,,10.6,54,,5.09,1,1,101006,0,,,,0,,,
0,67,Rishabh Pant,931581,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,60/3,1st innings,ipl20,,,Shreyas Iyer,642519,,,11.1,53,,5.37,4,4,101101,0,,,,0,,,
0,68,Rishabh Pant,931581,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,60/3,1st innings,ipl20,,,Shreyas Iyer,642519,,,11.2,52,,5.29,0,0,101102,0,,,,0,,,
0,69,Rishabh Pant,931581,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,61/3,1st innings,ipl20,,,Shreyas Iyer,642519,,,11.3,51,,5.3,1,1,101103,0,,,,0,,,
0,70,Shreyas Iyer,642519,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,62/3,1st innings,ipl20,,,Rishabh Pant,931581,,,11.4,50,,5.31,1,1,101104,0,,,,0,,,
0,71,Rishabh Pant,931581,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,63/3,1st innings,ipl20,,,Shreyas Iyer,642519,,,11.5,49,,5.32,1,1,101105,0,,,,0,,,
0,72,Shreyas Iyer,642519,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,64/3,1st innings,ipl20,,,Rishabh Pant,931581,,,11.6,48,,5.33,1,1,101106,0,,,,0,,,
0,73,Shreyas Iyer,642519,Delhi Capitals,Krishnappa Gowtham,424377,Kings XI Punjab,,,,,False,,1216493,0,0,65/3,1st innings,ipl20,,,Rishabh Pant,931581,,,12.1,47,,5.34,1,1,101201,0,,,,0,,,
0,74,Rishabh Pant,931581,Delhi Capitals,Krishnappa Gowtham,424377,Kings XI Punjab,,,,,False,,1216493,0,0,65/3,1st innings,ipl20,,,Shreyas Iyer,642519,,,12.2,46,,5.27,0,0,101202,0,,,,0,,,
0,75,Rishabh Pant,931581,Delhi Capitals,Krishnappa Gowtham,424377,Kings XI Punjab,,,,,False,,1216493,0,0,66/3,1st innings,ipl20,,,Shreyas Iyer,642519,,,12.3,45,,5.28,1,1,101203,0,,,,0,,,
0,76,Shreyas Iyer,642519,Delhi Capitals,Krishnappa Gowtham,424377,Kings XI Punjab,,,,,False,,1216493,0,0,72/3,1st innings,ipl20,,,Rishabh Pant,931581,,,12.4,44,,5.68,6,6,101204,0,,,,0,,,
0,77,Shreyas Iyer,642519,Delhi Capitals,Krishnappa Gowtham,424377,Kings XI Punjab,,,,,False,,1216493,0,0,78/3,1st innings,ipl20,,,Rishabh Pant,931581,,,12.5,43,,6.07,6,6,101205,0,,,,0,,,
0,78,Shreyas Iyer,642519,Delhi Capitals,Krishnappa Gowtham,424377,Kings XI Punjab,,,,,False,,1216493,0,0,79/3,1st innings,ipl20,,,Rishabh Pant,931581,,,12.6,42,,6.07,1,1,101206,0,,,,0,,,
0,79,Shreyas Iyer,642519,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,80/3,1st innings,ipl20,,,Rishabh Pant,931581,,,13.1,41,,6.07,1,1,101301,0,,,,0,,,
0,80,Rishabh Pant,931581,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,81/3,1st innings,ipl20,,,Shreyas Iyer,642519,,,13.2,40,,6.07,1,1,101302,0,,,,0,,,
0,81,Shreyas Iyer,642519,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,82/3,1st innings,ipl20,,,Rishabh Pant,931581,,,13.3,39,,6.07,1,1,101303,0,,,,0,,,
0,82,Rishabh Pant,931581,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,82/3,1st innings,ipl20,,,Shreyas Iyer,642519,,,13.4,38,,6.0,0,0,101304,0,,,,0,,,
0,83,Rishabh Pant,931581,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,86/3,1st innings,ipl20,,,Shreyas Iyer,642519,,,13.5,37,,6.21,4,4,101305,0,,,,0,,,
0,84,Rishabh Pant,931581,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,True,bowled,1216493,0,4,86/4,1st innings,ipl20,,,Shreyas Iyer,642519,Ravi Bishnoi,1175441.0,13.6,36,,6.14,0,0,101306,0,,,,0,,,
0,84,Shreyas Iyer,642519,Delhi Capitals,Mohammed Shami,481896,Kings XI Punjab,,,,,False,,1216493,1,0,87/4,1st innings,ipl20,,,Marcus Stoinis,325012,,,14.0,36,,6.21,1,1,101401,0,,,,1,,,
0,85,Shreyas Iyer,642519,Delhi Capitals,Mohammed Shami,481896,Kings XI Punjab,,,,,True,caught,1216493,0,5,87/5,1st innings,ipl20,,,Marcus Stoinis,325012,Shreyas Iyer,642519.0,14.1,35,,6.14,0,0,101402,0,,,,0,,,
0,86,Axar Patel,554691,Delhi Capitals,Mohammed Shami,481896,Kings XI Punjab,,,,,False,,1216493,0,0,87/5,1st innings,ipl20,,,Marcus Stoinis,325012,,,14.2,34,,6.06,0,0,101403,0,,,,0,,,
0,86,Axar Patel,554691,Delhi Capitals,Mohammed Shami,481896,Kings XI Punjab,,,,,False,,1216493,1,0,88/5,1st innings,ipl20,,,Marcus Stoinis,325012,,,14.2,34,,6.13,1,1,101404,0,,,,1,,,
0,87,Axar Patel,554691,Delhi Capitals,Mohammed Shami,481896,Kings XI Punjab,,,,,False,,1216493,0,0,90/5,1st innings,ipl20,,,Marcus Stoinis,325012,,,14.3,33,,6.2,2,2,101405,0,,,,0,,,
0,88,Axar Patel,554691,Delhi Capitals,Mohammed Shami,481896,Kings XI Punjab,,,,,False,,1216493,0,0,91/5,1st innings,ipl20,,,Marcus Stoinis,325012,,,14.4,32,,6.2,1,1,101406,0,,,,0,,,
0,89,Marcus Stoinis,325012,Delhi Capitals,Mohammed Shami,481896,Kings XI Punjab,,,,,False,,1216493,0,0,92/5,1st innings,ipl20,,,Axar Patel,554691,,,14.5,31,,6.2,1,1,101407,0,,,,0,,,
0,90,Axar Patel,554691,Delhi Capitals,Mohammed Shami,481896,Kings XI Punjab,,,,,False,,1216493,0,0,93/5,1st innings,ipl20,,,Marcus Stoinis,325012,,,14.6,30,,6.2,1,1,101408,0,,,,0,,,
0,91,Axar Patel,554691,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,93/5,1st innings,ipl20,,,Marcus Stoinis,325012,,,15.1,29,,6.13,0,0,101501,0,,,,0,,,
0,92,Axar Patel,554691,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,94/5,1st innings,ipl20,,,Marcus Stoinis,325012,,,15.2,28,,6.13,1,1,101502,0,,,,0,,,
0,93,Marcus Stoinis,325012,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,94/5,1st innings,ipl20,,,Axar Patel,554691,,,15.3,27,,6.06,0,0,101503,0,,,,0,,,
0,94,Marcus Stoinis,325012,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,95/5,1st innings,ipl20,,,Axar Patel,554691,,,15.4,26,,6.06,1,1,101504,0,,,,0,,,
0,95,Axar Patel,554691,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,96/5,1st innings,ipl20,,,Marcus Stoinis,325012,,,15.5,25,,6.06,1,1,101505,0,,,,0,,,
0,96,Marcus Stoinis,325012,Delhi Capitals,Ravi Bishnoi,1175441,Kings XI Punjab,,,,,False,,1216493,0,0,96/5,1st innings,ipl20,,,Axar Patel,554691,,,15.6,24,,6.0,0,0,101506,0,,,,0,,,
0,97,Axar Patel,554691,Delhi Capitals,Sheldon Cottrell,495551,Kings XI Punjab,,,,,True,caught,1216493,0,6,96/6,1st innings,ipl20,,,Marcus Stoinis,325012,Sheldon Cottrell,495551.0,16.1,23,,5.93,0,0,101601,0,,,,0,,,
0,98,Ravichandran Ashwin,26421,Delhi Capitals,Sheldon Cottrell,495551,Kings XI Punjab,,,,,False,,1216493,0,0,97/6,1st innings,ipl20,,,Marcus Stoinis,325012,,,16.2,22,,5.93,1,1,101602,0,,,,0,,,
0,99,Marcus Stoinis,325012,Delhi Capitals,Sheldon Cottrell,495551,Kings XI Punjab,,,,,False,,1216493,0,0,98/6,1st innings,ipl20,,,Ravichandran Ashwin,26421,,,16.3,21,,5.93,1,1,101603,0,,,,0,,,
0,100,Ravichandran Ashwin,26421,Delhi Capitals,Sheldon Cottrell,495551,Kings XI Punjab,,,,,False,,1216493,0,0,99/6,1st innings,ipl20,,,Marcus Stoinis,325012,,,16.4,20,,5.94,1,1,101604,0,,,,0,,,
0,101,Marcus Stoinis,325012,Delhi Capitals,Sheldon Cottrell,495551,Kings XI Punjab,,,,,False,,1216493,0,0,99/6,1st innings,ipl20,,,Ravichandran Ashwin,26421,,,16.5,19,,5.88,0,0,101605,0,,,,0,,,
0,102,Marcus Stoinis,325012,Delhi Capitals,Sheldon Cottrell,495551,Kings XI Punjab,,,,,False,,1216493,0,0,100/6,1st innings,ipl20,,,Ravichandran Ashwin,26421,,,16.6,18,,5.88,1,1,101606,0,,,,0,,,
0,103,Marcus Stoinis,325012,Delhi Capitals,Chris Jordan,288992,Kings XI Punjab,,,,,False,,1216493,0,0,106/6,1st innings,ipl20,,,Ravichandran Ashwin,26421,,,17.1,17,,6.17,6,6,101701,0,,,,0,,,
0,104,Marcus Stoinis,325012,Delhi Capitals,Chris Jordan,288992,Kings XI Punjab,,,,,False,,1216493,0,0,110/6,1st innings,ipl20,,,Ravichandran Ashwin,26421,,,17.2,16,,6.34,4,4,101702,0,,,,0,,,
0,105,Marcus Stoinis,325012,Delhi Capitals,Chris Jordan,288992,Kings XI Punjab,,,,,False,,1216493,0,0,111/6,1st innings,ipl20,,,Ravichandran Ashwin,26421,,,17.3,15,,6.34,1,1,101703,0,,,,0,,,
0,106,Ravichandran Ashwin,26421,Delhi Capitals,Chris Jordan,288992,Kings XI Punjab,,,,,False,,1216493,0,0,111/6,1st innings,ipl20,,,Marcus Stoinis,325012,,,17.4,14,,6.28,0,0,101704,0,,,,0,,,
0,107,Ravichandran Ashwin,26421,Delhi Capitals,Chris Jordan,288992,Kings XI Punjab,,,,,False,,1216493,0,0,111/6,1st innings,ipl20,,,Marcus Stoinis,325012,,,17.5,13,,6.22,0,0,101705,0,,,,0,,,
0,108,Ravichandran Ashwin,26421,Delhi Capitals,Chris Jordan,288992,Kings XI Punjab,,,,,False,,1216493,0,0,113/6,1st innings,ipl20,,,Marcus Stoinis,325012,,,17.6,12,,6.27,2,2,101706,0,,,,0,,,
0,109,Marcus Stoinis,325012,Delhi Capitals,Sheldon Cottrell,495551,Kings XI Punjab,,,,,False,,1216493,0,0,117/6,1st innings,ipl20,,,Ravichandran Ashwin,26421,,,18.1,11,,6.44,4,4,101801,0,,,,0,,,
0,110,Marcus Stoinis,325012,Delhi Capitals,Sheldon Cottrell,495551,Kings XI Punjab,,,,,False,,1216493,0,0,121/6,1st innings,ipl20,,,Ravichandran Ashwin,26421,,,18.2,10,,6.6,4,4,101802,0,,,,0,,,
0,110,Marcus Stoinis,325012,Delhi Capitals,Sheldon Cottrell,495551,Kings XI Punjab,,,,,False,,1216493,1,0,122/6,1st innings,ipl20,,,Ravichandran Ashwin,26421,,,18.2,10,,6.65,1,1,101803,0,,,,1,,,
0,111,Marcus Stoinis,325012,Delhi Capitals,Sheldon Cottrell,495551,Kings XI Punjab,,,,,False,,1216493,0,0,126/6,1st innings,ipl20,,,Ravichandran Ashwin,26421,,,18.3,9,,6.81,4,4,101804,0,,,,0,,,
0,112,Marcus Stoinis,325012,Delhi Capitals,Sheldon Cottrell,495551,Kings XI Punjab,,,,,False,,1216493,0,0,126/6,1st innings,ipl20,,,Ravichandran Ashwin,26421,,,18.4,8,,6.75,0,0,101805,0,,,,0,,,
0,113,Marcus Stoinis,325012,Delhi Capitals,Sheldon Cottrell,495551,Kings XI Punjab,,,,,False,,1216493,0,0,127/6,1st innings,ipl20,,,Ravichandran Ashwin,26421,,,18.5,7,,6.74,1,1,101806,0,,,,0,,,
0,114,Ravichandran Ashwin,26421,Delhi Capitals,Sheldon Cottrell,495551,Kings XI Punjab,,,,,True,caught,1216493,0,7,127/7,1st innings,ipl20,,,Marcus Stoinis,325012,Ravichandran Ashwin,26421.0,18.6,6,,6.68,0,0,101807,0,,,,0,,,
0,115,Marcus Stoinis,325012,Delhi Capitals,Chris Jordan,288992,Kings XI Punjab,,,,,False,,1216493,0,0,133/7,1st innings,ipl20,,,Kagiso Rabada,550215,,,19.1,5,,6.93,6,6,101901,0,,,,0,,,
0,115,Marcus Stoinis,325012,Delhi Capitals,Chris Jordan,288992,Kings XI Punjab,,,,,False,,1216493,1,0,134/7,1st innings,ipl20,,,Kagiso Rabada,550215,,,19.1,5,,6.99,1,1,101902,0,,,,1,,,
0,116,Marcus Stoinis,325012,Delhi Capitals,Chris Jordan,288992,Kings XI Punjab,,,,,False,,1216493,0,0,138/7,1st innings,ipl20,,,Kagiso Rabada,550215,,,19.2,4,,7.13,4,4,101903,0,,,,0,,,
0,117,Marcus Stoinis,325012,Delhi Capitals,Chris Jordan,288992,Kings XI Punjab,,,,,False,,1216493,0,0,142/7,1st innings,ipl20,,,Kagiso Rabada,550215,,,19.3,3,,7.28,4,4,101904,0,,,,0,,,
0,118,Marcus Stoinis,325012,Delhi Capitals,Chris Jordan,288992,Kings XI Punjab,,,,,False,,1216493,0,0,146/7,1st innings,ipl20,,,Kagiso Rabada,550215,,,19.4,2,,7.42,4,4,101905,0,,,,0,,,
0,119,Marcus Stoinis,325012,Delhi Capitals,Chris Jordan,288992,Kings XI Punjab,,,,,False,,1216493,0,0,152/7,1st innings,ipl20,,,Kagiso Rabada,550215,,,19.5,1,,7.66,6,6,101906,0,,,,0,,,
0,119,Marcus Stoinis,325012,Delhi Capitals,Chris Jordan,288992,Kings XI Punjab,,,,,True,run out,1216493,1,8,154/8,1st innings,ipl20,,,Kagiso Rabada,550215,Marcus Stoinis,325012.0,19.5,1,,7.76,2,2,101907,0,,,,1,,,
0,120,Anrich Nortje,481979,Delhi Capitals,Chris Jordan,288992,Kings XI Punjab,,,,,False,,1216493,0,0,157/8,1st innings,ipl20,,,Kagiso Rabada,550215,,,19.6,0,,7.85,3,3,101908,0,,,,0,,,
0/0,1,KL Rahul,422108,Kings XI Punjab,Anrich Nortje,481979,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,0.1,119,,0.0,0,0,200001,158,,,,0,,,
0/0,2,KL Rahul,422108,Kings XI Punjab,Anrich Nortje,481979,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,0.2,118,,0.0,0,0,200002,158,,,,0,,,
1/0,3,KL Rahul,422108,Kings XI Punjab,Anrich Nortje,481979,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,0.3,117,,2.0,1,1,200003,158,,,,0,,,
5/0,4,Mayank Agarwal,398438,Kings XI Punjab,Anrich Nortje,481979,Delhi Capitals,,,,,False,,1216493,4,0,0,2nd innings,ipl20,,,KL Rahul,422108,,,0.4,116,,7.5,4,4,200004,158,,,,0,,,
5/0,5,Mayank Agarwal,398438,Kings XI Punjab,Anrich Nortje,481979,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,KL Rahul,422108,,,0.5,115,,6.0,0,0,200005,158,,,,0,,,
5/0,6,Mayank Agarwal,398438,Kings XI Punjab,Anrich Nortje,481979,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,KL Rahul,422108,,,0.6,114,,5.0,0,0,200006,158,,,,0,,,
5/0,7,KL Rahul,422108,Kings XI Punjab,Mohit Sharma,537119,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,1.1,113,,4.28,0,0,200101,158,,,,0,,,
7/0,8,KL Rahul,422108,Kings XI Punjab,Mohit Sharma,537119,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,1.2,112,,5.25,2,2,200102,158,,,,0,,,
8/0,8,KL Rahul,422108,Kings XI Punjab,Mohit Sharma,537119,Delhi Capitals,,,,,False,,1216493,1,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,1.2,112,,6.0,1,1,200103,158,,,,1,,,
14/0,9,KL Rahul,422108,Kings XI Punjab,Mohit Sharma,537119,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,1.3,111,,9.33,6,6,200104,158,,,,0,,,
14/0,10,KL Rahul,422108,Kings XI Punjab,Mohit Sharma,537119,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,1.4,110,,8.4,0,0,200105,158,,,,0,,,
14/0,11,KL Rahul,422108,Kings XI Punjab,Mohit Sharma,537119,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,1.5,109,,7.63,0,0,200106,158,,,,0,,,
14/0,12,KL Rahul,422108,Kings XI Punjab,Mohit Sharma,537119,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,1.6,108,,7.0,0,0,200107,158,,,,0,,,
15/0,12,Mayank Agarwal,398438,Kings XI Punjab,Kagiso Rabada,550215,Delhi Capitals,,,,,False,,1216493,1,0,0,2nd innings,ipl20,,,KL Rahul,422108,,,2.0,108,,7.5,1,1,200201,158,,,,1,,,
16/0,13,Mayank Agarwal,398438,Kings XI Punjab,Kagiso Rabada,550215,Delhi Capitals,,,,,False,,1216493,1,0,0,2nd innings,ipl20,,,KL Rahul,422108,,,2.1,107,,7.38,1,1,200202,158,,,,0,,,
17/0,14,KL Rahul,422108,Kings XI Punjab,Kagiso Rabada,550215,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,2.2,106,,7.28,1,1,200203,158,,,,0,,,
17/0,15,Mayank Agarwal,398438,Kings XI Punjab,Kagiso Rabada,550215,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,KL Rahul,422108,,,2.3,105,,6.8,0,0,200204,158,,,,0,,,
18/0,16,Mayank Agarwal,398438,Kings XI Punjab,Kagiso Rabada,550215,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,KL Rahul,422108,,,2.4,104,,6.75,1,1,200205,158,,,,0,,,
19/0,17,KL Rahul,422108,Kings XI Punjab,Kagiso Rabada,550215,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,2.5,103,,6.7,1,1,200206,158,,,,0,,,
19/0,18,Mayank Agarwal,398438,Kings XI Punjab,Kagiso Rabada,550215,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,KL Rahul,422108,,,2.6,102,,6.33,0,0,200207,158,,,,0,,,
19/0,19,KL Rahul,422108,Kings XI Punjab,Anrich Nortje,481979,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,3.1,101,,6.0,0,0,200301,158,,,,0,,,
23/0,20,KL Rahul,422108,Kings XI Punjab,Anrich Nortje,481979,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,3.2,100,,6.9,4,4,200302,158,,,,0,,,
23/0,21,KL Rahul,422108,Kings XI Punjab,Anrich Nortje,481979,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,3.3,99,,6.57,0,0,200303,158,,,,0,,,
27/0,22,KL Rahul,422108,Kings XI Punjab,Anrich Nortje,481979,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,3.4,98,,7.36,4,4,200304,158,,,,0,,,
28/0,23,KL Rahul,422108,Kings XI Punjab,Anrich Nortje,481979,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,3.5,97,,7.3,1,1,200305,158,,,,0,,,
28/0,24,Mayank Agarwal,398438,Kings XI Punjab,Anrich Nortje,481979,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,KL Rahul,422108,,,3.6,96,,7.0,0,0,200306,158,,,,0,,,
29/0,25,KL Rahul,422108,Kings XI Punjab,Mohit Sharma,537119,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,4.1,95,,6.96,1,1,200401,158,,,,0,,,
30/0,26,Mayank Agarwal,398438,Kings XI Punjab,Mohit Sharma,537119,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,KL Rahul,422108,,,4.2,94,,6.92,1,1,200402,158,,,,0,,,
30/1,27,KL Rahul,422108,Kings XI Punjab,Mohit Sharma,537119,Delhi Capitals,,,,,True,bowled,1216493,0,1,0,2nd innings,ipl20,,,Mayank Agarwal,398438,Mohit Sharma,537119.0,4.3,93,,6.66,0,0,200403,158,,,,0,,,
30/1,28,Karun Nair,398439,Kings XI Punjab,Mohit Sharma,537119,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,4.4,92,,6.42,0,0,200404,158,,,,0,,,
31/1,29,Karun Nair,398439,Kings XI Punjab,Mohit Sharma,537119,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,4.5,91,,6.41,1,1,200405,158,,,,0,,,
33/1,30,Mayank Agarwal,398438,Kings XI Punjab,Mohit Sharma,537119,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Karun Nair,398439,,,4.6,90,,6.6,2,2,200406,158,,,,0,,,
33/2,31,Karun Nair,398439,Kings XI Punjab,Ravichandran Ashwin,26421,Delhi Capitals,,,,,True,caught,1216493,0,2,0,2nd innings,ipl20,,,Mayank Agarwal,398438,Karun Nair,398439.0,5.1,89,,6.38,0,0,200501,158,,,,0,,,
34/2,32,Mayank Agarwal,398438,Kings XI Punjab,Ravichandran Ashwin,26421,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Nicholas Pooran,604302,,,5.2,88,,6.37,1,1,200502,158,,,,0,,,
34/2,33,Nicholas Pooran,604302,Kings XI Punjab,Ravichandran Ashwin,26421,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,5.3,87,,6.18,0,0,200503,158,,,,0,,,
34/2,34,Nicholas Pooran,604302,Kings XI Punjab,Ravichandran Ashwin,26421,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,5.4,86,,6.0,0,0,200504,158,,,,0,,,
34/3,35,Nicholas Pooran,604302,Kings XI Punjab,Ravichandran Ashwin,26421,Delhi Capitals,,,,,True,bowled,1216493,0,3,0,2nd innings,ipl20,,,Mayank Agarwal,398438,Ravichandran Ashwin,26421.0,5.5,85,,5.82,0,0,200505,158,,,,0,,,
35/3,36,Glenn Maxwell,325026,Kings XI Punjab,Ravichandran Ashwin,26421,Delhi Capitals,,,,,False,,1216493,0,0,0,2nd innings,ipl20,,,Mayank Agarwal,398438,,,5.6,84,,5.83,1,1,200506,158,,,,0,,,
