matchid,playername,total_runs,total_balls_faced,total_legal_balls_faced,run_6,run_4,fallofwickets,batsmen_innings,batsmen_battingteam,batsmen_bowlingteam,total_wickets,total_balls_bowled,total_legal_balls_bowled,total_runs_given,maiden_overs,bowlers_innings,bowler_battingteam,bowler_bowlingteam,economy_rate,playing_role,total_runs_points,run_6_points,run_4_points,run_bonus_points,total_bat_points,total_wickets_points,economy_rate_points,maiden_overs_points,wicket_bonus_points,total_bowl_points,total_points,total_points_avg
392192,DJ Bravo,23.0,18.0,18.0,,2.0,3.0,2nd innings,Mumbai Indians,Deccan Chargers,3.0,25.0,25.0,33.0,0.0,1st innings,Deccan Chargers,Mumbai Indians,7.92,All Rounder,529.0,,2.0,0,531.0,75.0,0,0.0,0,75.0,606.0,874.4
392192,DR Smith,36.0,23.0,23.0,2.0,2.0,1.0,1st innings,Deccan Chargers,Mumbai Indians,,12.0,12.0,15.0,0.0,2nd innings,Mumbai Indians,Deccan Chargers,7.5,All Rounder,1296.0,4.0,2.0,0,1302.0,,0,0.0,0,0.0,1302.0,
392192,DS Kulkarni,,,,,,,,,,,6.0,6.0,18.0,0.0,1st innings,Deccan Chargers,Mumbai Indians,18.0,Bowler,,,,0,0.0,,-6,0.0,0,-6.0,-6.0,29.6
392192,FH Edwards,1.0,3.0,3.0,,,7.0,1st innings,Deccan Chargers,Mumbai Indians,2.0,28.0,28.0,23.0,0.0,2nd innings,Mumbai Indians,Deccan Chargers,4.928571428571429,Bowler,1.0,,,0,1.0,50.0,4,0.0,0,54.0,55.0,
392192,HH Gibbs,62.0,46.0,46.0,2.0,6.0,0.0,1st innings,Deccan Chargers,Mumbai Indians,,,,,,,,,,nan,3844.0,4.0,6.0,8,3862.0,,0,,0,0.0,3862.0,850.2
392192,Harbhajan Singh,21.0,9.0,9.0,2.0,1.0,5.0,2nd innings,Mumbai Indians,Deccan Chargers,1.0,25.0,25.0,26.0,0.0,1st innings,Deccan Chargers,Mumbai Indians,6.24,Bowler,441.0,4.0,1.0,0,446.0,25.0,0,0.0,0,25.0,471.0,
392192,Harmeet Singh,,,,,,,,,,,6.0,6.0,19.0,0.0,2nd innings,Mumbai Indians,Deccan Chargers,19.0,Bowler,,,,0,0.0,,-6,0.0,0,-6.0,-6.0,
392192,JP Duminy,52.0,43.0,43.0,2.0,4.0,1.0,2nd innings,Mumbai Indians,Deccan Chargers,,,,,,,,,,All Rounder,2704.0,4.0,4.0,8,2720.0,,0,,0,0.0,2720.0,
392192,PP Ojha,1.0,2.0,2.0,,,8.0,1st innings,Deccan Chargers,Mumbai Indians,3.0,25.0,25.0,20.0,0.0,2nd innings,Mumbai Indians,Deccan Chargers,4.8,Bowler,1.0,,,0,1.0,75.0,4,0.0,0,79.0,80.0,30.9
392192,PR Shah,1.0,1.0,1.0,,,7.0,2nd innings,Mumbai Indians,Deccan Chargers,,,,,,,,,,nan,1.0,,,0,1.0,,0,,0,0.0,1.0,
392192,RG Sharma,4.0,5.0,5.0,,,2.0,1st innings,Deccan Chargers,Mumbai Indians,,6.0,6.0,8.0,0.0,2nd innings,Mumbai Indians,Deccan Chargers,8.0,All Rounder,16.0,,,0,16.0,,0,0.0,0,0.0,16.0,1428.2
392192,RP Singh,4.0,4.0,4.0,,,6.0,1st innings,Deccan Chargers,Mumbai Indians,2.0,26.0,26.0,25.0,0.0,2nd innings,Mumbai Indians,Deccan Chargers,5.769230769230769,Bowler,16.0,,,0,16.0,50.0,2,0.0,0,52.0,68.0,58.6
392192,S Dhawan,3.0,7.0,7.0,,,2.0,2nd innings,Mumbai Indians,Deccan Chargers,,,,,,,,,,All Rounder,9.0,,,0,9.0,,0,,0,0.0,9.0,1132.9
392192,SL Malinga,,,,,,,,,,3.0,25.0,25.0,18.0,1.0,1st innings,Deccan Chargers,Mumbai Indians,4.32,Bowler,,,,0,0.0,75.0,4,8.0,0,87.0,87.0,
392192,SR Tendulkar,40.0,28.0,28.0,2.0,3.0,0.0,2nd innings,Mumbai Indians,Deccan Chargers,,,,,,,,,,All Rounder,1600.0,4.0,3.0,0,1607.0,,0,,0,0.0,1607.0,
392192,ST Jayasuriya,2.0,9.0,9.0,,,0.0,2nd innings,Mumbai Indians,Deccan Chargers,1.0,19.0,19.0,28.0,0.0,1st innings,Deccan Chargers,Mumbai Indians,8.842105263157896,All Rounder,4.0,,,0,4.0,25.0,0,0.0,0,25.0,29.0,3248.3
392192,VVS Laxman,0.0,1.0,1.0,,,4.0,1st innings,Deccan Chargers,Mumbai Indians,,,,,,,,,,nan,0.0,,,-2,-2.0,,0,,0,0.0,-2.0,
392192,Y Venugopal Rao,10.0,11.0,11.0,,,4.0,1st innings,Deccan Chargers,Mumbai Indians,,24.0,24.0,33.0,0.0,2nd innings,Mumbai Indians,Deccan Chargers,8.25,All Rounder,100.0,,,0,100.0,,0,0.0,0,0.0,100.0,1470.3
392192,Z Khan,4.0,6.0,6.0,,,6.0,2nd innings,Mumbai Indians,Deccan Chargers,,25.0,25.0,31.0,0.0,1st innings,Deccan Chargers,Mumbai Indians,7.44,Bowler,16.0,,,0,16.0,,0,0.0,0,0.0,16.0,65.7
392194,A Kumble,,,,,,,,,,,24.0,24.0,22.0,0.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,5.5,Bowler,,,,0,0.0,,2,0.0,0,2.0,2.0,45.4
392194,A Mishra,,,,,,,,,,1.0,26.0,26.0,17.0,0.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,3.923076923076923,Bowler,,,,0,0.0,25.0,6,0.0,0,31.0,31.0,
392194,A Nehra,,,,,,,,,,2.0,26.0,26.0,32.0,0.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,7.384615384615385,Bowler,,,,0,0.0,50.0,0,0.0,0,50.0,50.0,23.4
392194,AB de Villiers,21.0,23.0,23.0,,,2.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,nan,441.0,,,0,441.0,,0,,0,0.0,441.0,
392194,B Akhil,9.0,5.0,5.0,1.0,,6.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,1.0,6.0,6.0,8.0,0.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,8.0,Bowler,81.0,2.0,,0,83.0,25.0,0,0.0,0,25.0,108.0,
392194,DL Vettori,,,,,,,,,,1.0,24.0,24.0,35.0,0.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,8.75,Bowler,,,,0,0.0,25.0,0,0.0,0,25.0,25.0,
392194,DP Nannes,,,,,,,,,,1.0,25.0,25.0,23.0,0.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,5.52,Bowler,,,,0,0.0,25.0,2,0.0,0,27.0,27.0,
392194,G Gambhir,16.0,19.0,19.0,,1.0,0.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,nan,256.0,,1.0,0,257.0,,0,,0,0.0,257.0,2027.0
392194,JH Kallis,0.0,1.0,1.0,,,1.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,21.0,21.0,34.0,0.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,9.714285714285714,All Rounder,0.0,,,-2,-2.0,,-2,0.0,0,-2.0,-4.0,1140.6
392194,KD Karthik,13.0,10.0,10.0,1.0,1.0,3.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,nan,169.0,2.0,1.0,0,172.0,,0,,0,0.0,172.0,
392194,KP Appanna,,,,,,,,,,1.0,24.0,24.0,24.0,0.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,6.0,Bowler,,,,0,0.0,25.0,2,0.0,0,27.0,27.0,
392194,KP Pietersen,40.0,26.0,26.0,2.0,2.0,1.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,All Rounder,1600.0,4.0,2.0,0,1606.0,,0,,0,0.0,1606.0,
392194,LRPL Taylor,33.0,36.0,36.0,,3.0,2.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,All Rounder,1089.0,,3.0,0,1092.0,,0,,0,0.0,1092.0,
392194,M Manhas,23.0,13.0,13.0,,3.0,4.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,All Rounder,529.0,,3.0,0,532.0,,0,,0,0.0,532.0,
392194,MV Boucher,37.0,29.0,29.0,2.0,2.0,4.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,nan,1369.0,4.0,2.0,0,1375.0,,0,,0,0.0,1375.0,807.8
392194,PJ Sangwan,,,,,,,,,,1.0,25.0,25.0,31.0,0.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,7.44,Bowler,,,,0,0.0,25.0,0,0.0,0,25.0,25.0,
392194,Pankaj Singh,1.0,1.0,1.0,,,7.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,2.0,25.0,25.0,30.0,0.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,7.2,Bowler,1.0,,,0,1.0,50.0,0,0.0,0,50.0,51.0,
392194,R Vinay Kumar,,,,,,,,,,,20.0,20.0,28.0,0.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,8.4,Bowler,,,,0,0.0,,0,0.0,0,0.0,0.0,125.3
392194,RV Uthappa,3.0,4.0,4.0,,,1.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,nan,9.0,,,0,9.0,,0,,0,0.0,9.0,378.3
392194,TM Dilshan,69.0,49.0,49.0,2.0,5.0,1.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,All Rounder,4761.0,4.0,5.0,8,4778.0,,0,,0,0.0,4778.0,
392194,V Kohli,26.0,24.0,24.0,,2.0,3.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,All Rounder,676.0,,2.0,0,678.0,,0,,0,0.0,678.0,687.2
392194,V Sehwag,8.0,6.0,6.0,1.0,,0.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,All Rounder,64.0,2.0,,0,66.0,,0,,0,0.0,66.0,836.9
392195,AD Mascarenhas,4.0,2.0,2.0,,1.0,3.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,24.0,24.0,29.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,7.25,Bowler,16.0,,1.0,0,17.0,,0,0.0,0,0.0,17.0,
392195,AS Raut,1.0,4.0,4.0,,,5.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,,,,,,,,,All Rounder,1.0,,,0,1.0,,0,,0,0.0,1.0,
392195,DPMD Jayawardene,7.0,10.0,10.0,,,3.0,1st innings,Kings XI Punjab,Rajasthan Royals,,,,,,,,,,nan,49.0,,,0,49.0,,0,,0,0.0,49.0,336.9
392195,GC Smith,4.0,8.0,8.0,,,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,,,,,,,,,nan,16.0,,,0,16.0,,0,,0,0.0,16.0,2346.4
392195,IK Pathan,42.0,34.0,34.0,2.0,2.0,4.0,1st innings,Kings XI Punjab,Rajasthan Royals,2.0,27.0,27.0,23.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,5.111111111111111,All Rounder,1764.0,4.0,2.0,0,1770.0,50.0,2,0.0,0,52.0,1822.0,302.4
392195,KC Sangakkara,62.0,53.0,53.0,1.0,7.0,1.0,1st innings,Kings XI Punjab,Rajasthan Royals,,,,,,,,,,nan,3844.0,2.0,7.0,8,3861.0,,0,,0,0.0,3861.0,1879.1
392195,Kamran Khan,,,,,,,,,,2.0,27.0,27.0,12.0,1.0,1st innings,Kings XI Punjab,Rajasthan Royals,2.6666666666666665,Bowler,,,,0,0.0,50.0,6,8.0,0,64.0,64.0,
392195,M Rawat,4.0,6.0,6.0,,,7.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,,,,,,,,,nan,16.0,,,0,16.0,,0,,0,0.0,16.0,
392195,MM Patel,,,,,,,,,,2.0,25.0,25.0,22.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,5.28,Bowler,,,,0,0.0,50.0,2,0.0,0,52.0,52.0,30.4
392195,PP Chawla,10.0,7.0,7.0,,1.0,5.0,1st innings,Kings XI Punjab,Rajasthan Royals,2.0,24.0,24.0,22.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,5.5,Bowler,100.0,,1.0,0,101.0,50.0,2,0.0,0,52.0,153.0,68.3
392195,RA Jadeja,41.0,44.0,44.0,,3.0,4.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,,,,,,,,,All Rounder,1681.0,,3.0,0,1684.0,,0,,0,0.0,1684.0,268.0
392195,RJ Quiney,7.0,8.0,8.0,,1.0,1.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,,,,,,,,,nan,49.0,,1.0,0,50.0,,0,,0,0.0,50.0,
392195,RR Powar,,,,,,,,,,,13.0,13.0,9.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,4.153846153846154,Bowler,,,,0,0.0,,4,0.0,0,4.0,4.0,
392195,RS Bopara,12.0,16.0,16.0,,2.0,1.0,1st innings,Kings XI Punjab,Rajasthan Royals,,,,,,,,,,All Rounder,144.0,,2.0,0,146.0,,0,,0,0.0,146.0,
392195,SA Asnodkar,4.0,5.0,5.0,,,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,,,,,,,,,nan,16.0,,,0,16.0,,0,,0,0.0,16.0,1604.6
392195,SK Warne,37.0,35.0,35.0,,3.0,6.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,24.0,24.0,37.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,9.25,All Rounder,1369.0,,3.0,0,1372.0,,-2,0.0,0,-2.0,1370.0,59.2
392195,VRV Singh,,,,,,,,,,,24.0,24.0,19.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,4.75,Bowler,,,,0,0.0,,4,0.0,0,4.0,4.0,13.8
392195,WA Mota,1.0,2.0,2.0,,,6.0,1st innings,Kings XI Punjab,Rajasthan Royals,,,,,,,,,,All Rounder,1.0,,,0,1.0,,0,,0,0.0,1.0,
392195,YA Abdulla,,,,,,,,,,3.0,25.0,25.0,20.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,4.8,Bowler,,,,0,0.0,75.0,4,0.0,0,79.0,79.0,
392195,YK Pathan,10.0,13.0,13.0,,2.0,2.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,28.0,28.0,26.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,5.571428571428571,All Rounder,100.0,,2.0,0,102.0,,2,0.0,0,2.0,104.0,1212.7
392195,Yuvraj Singh,5.0,6.0,6.0,,,2.0,1st innings,Kings XI Punjab,Rajasthan Royals,,12.0,12.0,9.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,4.5,All Rounder,25.0,,,0,25.0,,4,0.0,0,4.0,29.0,770.2
392196,AA Bilakhia,14.0,14.0,14.0,,1.0,4.0,2nd innings,Deccan Chargers,Chennai Super Kings,,,,,,,,,,nan,196.0,,1.0,0,197.0,,0,,0,0.0,197.0,
392196,AC Gilchrist,45.0,20.0,20.0,3.0,5.0,0.0,2nd innings,Deccan Chargers,Chennai Super Kings,,,,,,,,,,nan,2025.0,6.0,5.0,0,2036.0,,0,,0,0.0,2036.0,1533.5
392196,DR Smith,12.0,5.0,5.0,1.0,1.0,3.0,2nd innings,Deccan Chargers,Chennai Super Kings,,6.0,6.0,17.0,0.0,1st innings,Chennai Super Kings,Deccan Chargers,17.0,All Rounder,144.0,2.0,1.0,0,147.0,,-6,0.0,0,-6.0,141.0,
392196,FH Edwards,,,,,,,,,,1.0,24.0,24.0,21.0,0.0,1st innings,Chennai Super Kings,Deccan Chargers,5.25,Bowler,,,,0,0.0,25.0,2,0.0,0,27.0,27.0,
392196,HH Gibbs,75.0,57.0,57.0,2.0,6.0,0.0,2nd innings,Deccan Chargers,Chennai Super Kings,,,,,,,,,,nan,5625.0,4.0,6.0,8,5643.0,,0,,0,0.0,5643.0,943.0
392196,JA Morkel,13.0,7.0,7.0,1.0,1.0,4.0,1st innings,Chennai Super Kings,Deccan Chargers,,19.0,19.0,24.0,0.0,2nd innings,Deccan Chargers,Chennai Super Kings,7.578947368421052,All Rounder,169.0,2.0,1.0,0,172.0,,0,0.0,0,0.0,172.0,654.2
392196,JDP Oram,42.0,29.0,29.0,2.0,4.0,3.0,1st innings,Chennai Super Kings,Deccan Chargers,,18.0,18.0,28.0,0.0,2nd innings,Deccan Chargers,Chennai Super Kings,9.333333333333334,All Rounder,1764.0,4.0,4.0,0,1772.0,,-2,0.0,0,-2.0,1770.0,
392196,Joginder Sharma,,,,,,,,,,,6.0,6.0,14.0,0.0,2nd innings,Deccan Chargers,Chennai Super Kings,14.0,Bowler,,,,0,0.0,,-6,0.0,0,-6.0,-6.0,74.6
392196,L Balaji,,,,,,,,,,1.0,22.0,22.0,40.0,0.0,2nd innings,Deccan Chargers,Chennai Super Kings,10.909090909090908,Bowler,,,,0,0.0,25.0,-4,0.0,0,21.0,21.0,37.4
392196,M Muralitharan,,,,,,,,,,1.0,25.0,25.0,16.0,0.0,2nd innings,Deccan Chargers,Chennai Super Kings,3.84,Bowler,,,,0,0.0,25.0,6,0.0,0,31.0,31.0,24.3
392196,ML Hayden,52.0,36.0,36.0,,8.0,1.0,1st innings,Chennai Super Kings,Deccan Chargers,,,,,,,,,,nan,2704.0,,8.0,8,2720.0,,0,,0,0.0,2720.0,
392196,MS Dhoni,24.0,24.0,24.0,1.0,1.0,2.0,1st innings,Chennai Super Kings,Deccan Chargers,,,,,,,,,,nan,576.0,2.0,1.0,0,579.0,,0,,0,0.0,579.0,1184.9
392196,MS Gony,,,,,,,,,,,7.0,7.0,19.0,0.0,2nd innings,Deccan Chargers,Chennai Super Kings,16.285714285714285,Bowler,,,,0,0.0,,-6,0.0,0,-6.0,-6.0,34.7
392196,PA Patel,0.0,2.0,2.0,,,0.0,1st innings,Chennai Super Kings,Deccan Chargers,,,,,,,,,,nan,0.0,,,-2,-2.0,,0,,0,0.0,-2.0,1146.9
392196,PP Ojha,,,,,,,,,,2.0,12.0,12.0,11.0,0.0,1st innings,Chennai Super Kings,Deccan Chargers,5.5,Bowler,,,,0,0.0,50.0,2,0.0,0,52.0,52.0,36.2
392196,RG Sharma,19.0,20.0,20.0,1.0,,2.0,2nd innings,Deccan Chargers,Chennai Super Kings,1.0,18.0,18.0,18.0,0.0,1st innings,Chennai Super Kings,Deccan Chargers,6.0,All Rounder,361.0,2.0,,0,363.0,25.0,2,0.0,0,27.0,390.0,1393.5
392196,RP Singh,,,,,,,,,,1.0,23.0,23.0,27.0,0.0,1st innings,Chennai Super Kings,Deccan Chargers,7.043478260869565,Bowler,,,,0,0.0,25.0,0,0.0,0,25.0,25.0,59.8
392196,S Badrinath,8.0,9.0,9.0,,1.0,5.0,1st innings,Chennai Super Kings,Deccan Chargers,,,,,,,,,,nan,64.0,,1.0,0,65.0,,0,,0,0.0,65.0,837.5
392196,SK Raina,26.0,20.0,20.0,2.0,1.0,1.0,1st innings,Chennai Super Kings,Deccan Chargers,2.0,24.0,24.0,18.0,0.0,2nd innings,Deccan Chargers,Chennai Super Kings,4.5,All Rounder,676.0,4.0,1.0,0,681.0,50.0,4,0.0,0,54.0,735.0,1467.7
392196,Shoaib Ahmed,,,,,,,,,,,19.0,19.0,30.0,0.0,1st innings,Chennai Super Kings,Deccan Chargers,9.473684210526315,Bowler,,,,0,0.0,,-2,0.0,0,-2.0,-2.0,
392196,VVS Laxman,4.0,5.0,5.0,,,1.0,2nd innings,Deccan Chargers,Chennai Super Kings,,,,,,,,,,nan,16.0,,,0,16.0,,0,,0,0.0,16.0,
392196,Y Venugopal Rao,,,,,,,,,,1.0,25.0,25.0,34.0,0.0,1st innings,Chennai Super Kings,Deccan Chargers,8.16,All Rounder,,,,0,0.0,25.0,0,0.0,0,25.0,25.0,1460.5
392197,AB Dinda,0.0,1.0,1.0,,,9.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,,13.0,13.0,23.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,10.615384615384615,Bowler,0.0,,,-2,-2.0,,-4,0.0,0,-4.0,-6.0,18.4
392197,AM Nayar,3.0,3.0,3.0,,,3.0,1st innings,Mumbai Indians,Kolkata Knight Riders,3.0,18.0,18.0,13.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,4.333333333333333,All Rounder,9.0,,,0,9.0,75.0,4,0.0,0,79.0,88.0,597.5
392197,AN Ghosh,0.0,1.0,1.0,,,5.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,,,,,,,,,,nan,0.0,,,-2,-2.0,,0,,0,0.0,-2.0,
392197,BAW Mendis,0.0,1.0,1.0,,,8.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,,24.0,24.0,39.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,9.75,Bowler,0.0,,,-2,-2.0,,-2,0.0,0,-2.0,-4.0,
392197,BB McCullum,3.0,6.0,6.0,,,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,,,,,,,,,,nan,9.0,,,0,9.0,,0,,0,0.0,9.0,
392197,BJ Hodge,25.0,23.0,23.0,,3.0,1.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,1.0,18.0,18.0,29.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,9.666666666666666,All Rounder,625.0,,3.0,0,628.0,25.0,-2,0.0,0,23.0,651.0,
392197,CH Gayle,13.0,12.0,12.0,1.0,,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,,12.0,12.0,24.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,12.0,All Rounder,169.0,2.0,,0,171.0,,-6,0.0,0,-6.0,165.0,
392197,DJ Bravo,3.0,5.0,5.0,,,4.0,1st innings,Mumbai Indians,Kolkata Knight Riders,2.0,19.0,19.0,30.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,9.473684210526315,All Rounder,9.0,,,0,9.0,50.0,-2,0.0,0,48.0,57.0,872.7
392197,Harbhajan Singh,18.0,8.0,8.0,2.0,1.0,1.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,12.0,12.0,15.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,7.5,Bowler,324.0,4.0,1.0,0,329.0,,0,0.0,0,0.0,329.0,
392197,I Sharma,6.0,3.0,3.0,,1.0,6.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,1.0,26.0,26.0,23.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,5.3076923076923075,Bowler,36.0,,1.0,0,37.0,25.0,2,0.0,0,27.0,64.0,28.1
392197,JP Duminy,19.0,14.0,14.0,,1.0,2.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,All Rounder,361.0,,1.0,0,362.0,,0,,0,0.0,362.0,
392197,LR Shukla,6.0,10.0,10.0,,1.0,5.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,3.0,24.0,24.0,25.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,6.25,All Rounder,36.0,,1.0,0,37.0,75.0,0,0.0,0,75.0,112.0,129.2
392197,S Dhawan,12.0,10.0,10.0,,1.0,5.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,All Rounder,144.0,,1.0,0,145.0,,0,,0,0.0,145.0,1133.7
392197,SC Ganguly,34.0,30.0,30.0,1.0,3.0,2.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,,7.0,7.0,15.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,12.857142857142858,All Rounder,1156.0,2.0,3.0,0,1161.0,,-6,0.0,0,-6.0,1155.0,2141.2
392197,SL Malinga,,,,,,,,,,3.0,16.0,16.0,8.0,1.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,3.0,Bowler,,,,0,0.0,75.0,6,8.0,0,89.0,89.0,
392197,SR Tendulkar,75.0,48.0,48.0,4.0,6.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,12.0,12.0,11.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,5.5,All Rounder,5625.0,8.0,6.0,8,5647.0,,2,0.0,0,2.0,5649.0,
392197,SS Tiwary,4.0,3.0,3.0,,,6.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,nan,16.0,,,0,16.0,,0,,0,0.0,16.0,
392197,ST Jayasuriya,53.0,33.0,33.0,4.0,2.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,All Rounder,2809.0,8.0,2.0,8,2827.0,,0,,0,0.0,2827.0,3135.4
392197,Yashpal Singh,8.0,8.0,8.0,,,3.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,,,,,,,,,,nan,64.0,,,0,64.0,,0,,0,0.0,64.0,
392197,Z Khan,,,,,,,,,,1.0,18.0,18.0,14.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,4.666666666666667,Bowler,,,,0,0.0,25.0,4,0.0,0,29.0,29.0,32.0
392198,A Mishra,0.0,4.0,4.0,,,6.0,1st innings,Delhi Daredevils,Rajasthan Royals,3.0,26.0,26.0,33.0,0.0,2nd innings,Rajasthan Royals,Delhi Daredevils,7.615384615384615,Bowler,0.0,,,-2,-2.0,75.0,0,0.0,0,75.0,73.0,
392198,A Nehra,,,,,,,,,,1.0,25.0,25.0,22.0,0.0,2nd innings,Rajasthan Royals,Delhi Daredevils,5.28,Bowler,,,,0,0.0,25.0,2,0.0,0,27.0,27.0,20.9
392198,AB de Villiers,51.0,41.0,41.0,1.0,5.0,1.0,1st innings,Delhi Daredevils,Rajasthan Royals,,,,,,,,,,nan,2601.0,2.0,5.0,8,2616.0,,0,,0,0.0,2616.0,
392198,AD Mascarenhas,,,,,,,,,,2.0,24.0,24.0,28.0,0.0,1st innings,Delhi Daredevils,Rajasthan Royals,7.0,Bowler,,,,0,0.0,50.0,0,0.0,0,50.0,50.0,
392198,DL Vettori,32.0,28.0,28.0,,3.0,4.0,1st innings,Delhi Daredevils,Rajasthan Royals,,12.0,12.0,32.0,0.0,2nd innings,Rajasthan Royals,Delhi Daredevils,16.0,Bowler,1024.0,,3.0,0,1027.0,,-6,0.0,0,-6.0,1021.0,
392198,DP Nannes,,,,,,,,,,,23.0,23.0,21.0,0.0,2nd innings,Rajasthan Royals,Delhi Daredevils,5.478260869565218,Bowler,,,,0,0.0,,2,0.0,0,2.0,2.0,
392198,G Gambhir,8.0,6.0,6.0,,1.0,0.0,1st innings,Delhi Daredevils,Rajasthan Royals,,,,,,,,,,nan,64.0,,1.0,0,65.0,,0,,0,0.0,65.0,1361.7
392198,GC Smith,47.0,48.0,48.0,,5.0,0.0,2nd innings,Rajasthan Royals,Delhi Daredevils,,,,,,,,,,nan,2209.0,,5.0,0,2214.0,,0,,0,0.0,2214.0,2086.6
392198,KD Karthik,4.0,5.0,5.0,,,3.0,1st innings,Delhi Daredevils,Rajasthan Royals,,,,,,,,,,nan,16.0,,,0,16.0,,0,,0,0.0,16.0,579.0
392198,Kamran Khan,,,,,,,,,,1.0,25.0,25.0,34.0,0.0,1st innings,Delhi Daredevils,Rajasthan Royals,8.16,Bowler,,,,0,0.0,25.0,0,0.0,0,25.0,25.0,
392198,M Manhas,24.0,16.0,16.0,1.0,2.0,5.0,1st innings,Delhi Daredevils,Rajasthan Royals,,,,,,,,,,All Rounder,576.0,2.0,2.0,0,580.0,,0,,0,0.0,580.0,
392198,MM Patel,,,,,,,,,,2.0,25.0,25.0,13.0,1.0,1st innings,Delhi Daredevils,Rajasthan Royals,3.12,Bowler,,,,0,0.0,50.0,6,8.0,0,64.0,64.0,33.1
