matchid,playername,total_runs,total_balls_faced,total_legal_balls_faced,run_6,run_4,fallofwickets,batsmen_innings,batsmen_battingteam,batsmen_bowlingteam,total_wickets,total_balls_bowled,total_legal_balls_bowled,total_runs_given,maiden_overs,bowlers_innings,bowler_battingteam,bowler_bowlingteam,economy_rate,playing_role,total_runs_points,run_6_points,run_4_points,run_bonus_points,total_bat_points,total_wickets_points,economy_rate_points,maiden_overs_points,wicket_bonus_points,total_bowl_points,total_points
980965,M Ashwin,,,,,,,,,,,18,18,31,0,1st innings,Delhi Daredevils,Rising Pune Supergiants,10.33333333,Bowler,,,,0,,,-4,0,0,-4,-4
980965,R Ashwin,,,,,,,,,,,27,27,31,0,1st innings,Delhi Daredevils,Rising Pune Supergiants,6.888888889,Bowler,,,,0,,,0,0,0,0,0
980965,R Bhatia,,,,,,,,,,2,26,26,20,0,1st innings,Delhi Daredevils,Rising Pune Supergiants,4.615384615,Bowler,,,,0,,50,4,0,0,54,54
980965,SM Boland,,,,,,,,,,2,24,24,31,0,1st innings,Delhi Daredevils,Rising Pune Supergiants,7.75,Bowler,,,,0,,50,0,0,0,50,50
980967,A Nehra,,,,,,,,,,,24,24,23,1,1st innings,Gujarat Lions,Sunrisers Hyderabad,5.75,Bowler,,,,0,,,2,8,0,10,10
980967,B Kumar,,,,,,,,,,2,24,24,28,1,1st innings,Gujarat Lions,Sunrisers Hyderabad,7,Bowler,,,,0,,50,0,8,0,58,58
980967,BB Sran,,,,,,,,,,1,20,20,19,0,1st innings,Gujarat Lions,Sunrisers Hyderabad,5.7,Bowler,,,,0,,25,2,0,0,27,27
980967,DS Kulkarni,,,,,,,,,,2,24,24,17,1,2nd innings,Sunrisers Hyderabad,Gujarat Lions,4.25,Bowler,,,,0,,50,4,8,0,62,62
980967,Mustafizur Rahman,,,,,,,,,,2,24,24,17,0,1st innings,Gujarat Lions,Sunrisers Hyderabad,4.25,Bowler,,,,0,,50,4,0,0,54,54
980967,PJ Sangwan,,,,,,,,,,,13,13,27,0,2nd innings,Sunrisers Hyderabad,Gujarat Lions,12.46153846,Bowler,,,,0,,,-6,0,0,-6,-6
980967,S Kaushik,,,,,,,,,,,25,25,24,0,2nd innings,Sunrisers Hyderabad,Gujarat Lions,5.76,Bowler,,,,0,,,2,0,0,2,2
980969,A Zampa,,,,,,,,,,2,24,24,35,0,2nd innings,Royal Challengers Bangalore,Rising Pune Supergiants,8.75,Bowler,,,,0,,50,0,0,0,50,50
980969,AB Dinda,,,,,,,,,,,21,21,26,0,2nd innings,Royal Challengers Bangalore,Rising Pune Supergiants,7.428571429,Bowler,,,,0,,,0,0,0,0,0
980969,CJ Jordan,,,,,,,,,,1,25,25,42,0,1st innings,Rising Pune Supergiants,Royal Challengers Bangalore,10.08,Bowler,,,,0,,25,-4,0,0,21,21
980969,Parvez Rasool,,,,,,,,,,,18,18,37,0,1st innings,Rising Pune Supergiants,Royal Challengers Bangalore,12.33333333,Bowler,,,,0,,,-6,0,0,-6,-6
980969,RP Singh,,,,,,,,,,1,25,25,36,0,2nd innings,Royal Challengers Bangalore,Rising Pune Supergiants,8.64,Bowler,,,,0,,25,0,0,0,25,25
980969,STR Binny,,,,,,,,,,,12,12,17,0,1st innings,Rising Pune Supergiants,Royal Challengers Bangalore,8.5,AllRounder,,,,0,,,0,0,0,0,0
980969,VR Aaron,,,,,,,,,,,18,18,31,0,1st innings,Rising Pune Supergiants,Royal Challengers Bangalore,10.33333333,Bowler,,,,0,,,-4,0,0,-4,-4
980969,YS Chahal,,,,,,,,,,1,27,27,35,0,1st innings,Rising Pune Supergiants,Royal Challengers Bangalore,7.777777778,Bowler,,,,0,,25,0,0,0,25,25
980971,A Mishra,,,,,,,,,,,25,25,36,0,1st innings,Kings XI Punjab,Delhi Daredevils,8.64,Bowler,,,,0,,,0,0,0,0,0
980971,KC Cariappa,,,,,,,,,,1,25,25,36,0,2nd innings,Delhi Daredevils,Kings XI Punjab,8.64,Bowler,,,,0,,25,0,0,0,25,25
980971,MM Sharma,,,,,,,,,,,24,24,21,0,2nd innings,Delhi Daredevils,Kings XI Punjab,5.25,Bowler,,,,0,,,2,0,0,2,2
980971,Mohammed Shami,,,,,,,,,,1,19,19,33,0,1st innings,Kings XI Punjab,Delhi Daredevils,10.42105263,Bowler,,,,0,,25,-4,0,0,21,21
980971,S Nadeem,,,,,,,,,,,24,24,30,0,1st innings,Kings XI Punjab,Delhi Daredevils,7.5,Bowler,,,,0,,,0,0,0,0,0
980971,Sandeep Sharma,,,,,,,,,,1,24,24,36,0,2nd innings,Delhi Daredevils,Kings XI Punjab,9,Bowler,,,,0,,25,-2,0,0,23,23
980971,Z Khan,,,,,,,,,,1,18,18,25,0,1st innings,Kings XI Punjab,Delhi Daredevils,8.333333333,Bowler,,,,0,,25,0,0,0,25,25
980973,A Nehra,,,,,,,,,,3,18,18,15,0,2nd innings,Mumbai Indians,Sunrisers Hyderabad,5,Bowler,,,,0,,75,4,0,0,79,79
980973,B Kumar,,,,,,,,,,1,19,19,22,0,2nd innings,Mumbai Indians,Sunrisers Hyderabad,6.947368421,Bowler,,,,0,,25,0,0,0,25,25
980973,BB Sran,,,,,,,,,,2,22,22,17,1,2nd innings,Mumbai Indians,Sunrisers Hyderabad,4.636363636,Bowler,,,,0,,50,4,8,0,62,62
980973,Mustafizur Rahman,,,,,,,,,,3,20,20,14,0,2nd innings,Mumbai Indians,Sunrisers Hyderabad,4.2,Bowler,,,,0,,75,4,0,0,79,79
980975,AD Russell,,,,,,,,,,1,19,19,16,0,2nd innings,Gujarat Lions,Kolkata Knight Riders,5.052631579,AllRounder,,,,0,,25,2,0,0,27,27
980975,DJ Bravo,,,,,,,,,,,25,25,37,0,1st innings,Kolkata Knight Riders,Gujarat Lions,8.88,AllRounder,,,,0,,,0,0,0,0,0
980975,DS Kulkarni,,,,,,,,,,1,25,25,29,0,1st innings,Kolkata Knight Riders,Gujarat Lions,6.96,Bowler,,,,0,,25,0,0,0,25,25
980975,GB Hogg,,,,,,,,,,1,12,12,19,0,2nd innings,Gujarat Lions,Kolkata Knight Riders,9.5,Bowler,,,,0,,25,-2,0,0,23,23
980975,M Morkel,,,,,,,,,,,24,24,38,0,2nd innings,Gujarat Lions,Kolkata Knight Riders,9.5,Bowler,,,,0,,,-2,0,0,-2,-2
980975,P Kumar,,,,,,,,,,2,24,24,19,1,1st innings,Kolkata Knight Riders,Gujarat Lions,4.75,Bowler,,,,0,,50,4,8,0,62,62
980975,PP Chawla,,,,,,,,,,1,24,24,30,0,2nd innings,Gujarat Lions,Kolkata Knight Riders,7.5,Bowler,,,,0,,25,0,0,0,25,25
980975,PV Tambe,,,,,,,,,,,12,12,15,0,1st innings,Kolkata Knight Riders,Gujarat Lions,7.5,Bowler,,,,0,,,0,0,0,0,0
980975,S Kaushik,,,,,,,,,,,6,6,14,0,1st innings,Kolkata Knight Riders,Gujarat Lions,14,Bowler,,,,0,,,-6,0,0,-6,-6
980975,UT Yadav,,,,,,,,,,,12,12,18,0,2nd innings,Gujarat Lions,Kolkata Knight Riders,9,Bowler,,,,0,,,-2,0,0,-2,-2
980977,AR Patel,,,,,,,,,,1,24,24,27,0,1st innings,Royal Challengers Bangalore,Kings XI Punjab,6.75,Bowler,,,,0,,25,0,0,0,25,25
980977,Anureet Singh,,,,,,,,,,,18,18,15,0,1st innings,Royal Challengers Bangalore,Kings XI Punjab,5,Bowler,,,,0,,,4,0,0,4,4
980977,CJ Jordan,,,,,,,,,,,25,25,51,0,2nd innings,Kings XI Punjab,Royal Challengers Bangalore,12.24,Bowler,,,,0,,,-6,0,0,-6,-6
980977,Iqbal Abdulla,,,,,,,,,,,18,18,26,0,2nd innings,Kings XI Punjab,Royal Challengers Bangalore,8.666666667,Bowler,,,,0,,,0,0,0,0,0
980977,KC Cariappa,,,,,,,,,,2,18,18,16,0,1st innings,Royal Challengers Bangalore,Kings XI Punjab,5.333333333,Bowler,,,,0,,50,2,0,0,52,52
980977,MM Sharma,,,,,,,,,,,21,21,30,0,1st innings,Royal Challengers Bangalore,Kings XI Punjab,8.571428571,Bowler,,,,0,,,0,0,0,0,0
980977,STR Binny,,,,,,,,,,,13,13,15,0,2nd innings,Kings XI Punjab,Royal Challengers Bangalore,6.923076923,AllRounder,,,,0,,,0,0,0,0,0
980977,Sandeep Sharma,,,,,,,,,,2,25,25,48,0,1st innings,Royal Challengers Bangalore,Kings XI Punjab,11.52,Bowler,,,,0,,50,-6,0,0,44,44
980977,VR Aaron,,,,,,,,,,,18,18,25,0,2nd innings,Kings XI Punjab,Royal Challengers Bangalore,8.333333333,Bowler,,,,0,,,0,0,0,0,0
980977,YS Chahal,,,,,,,,,,1,24,24,30,0,2nd innings,Kings XI Punjab,Royal Challengers Bangalore,7.5,Bowler,,,,0,,25,0,0,0,25,25
980979,A Nehra,,,,,,,,,,3,24,24,29,0,2nd innings,Rising Pune Supergiants,Sunrisers Hyderabad,7.25,Bowler,,,,0,,75,0,0,0,75,75
980979,AB Dinda,,,,,,,,,,,25,25,25,0,1st innings,Sunrisers Hyderabad,Rising Pune Supergiants,6,Bowler,,,,0,,,2,0,0,2,2
980979,Mustafizur Rahman,,,,,,,,,,,24,24,26,0,2nd innings,Rising Pune Supergiants,Sunrisers Hyderabad,6.5,Bowler,,,,0,,,0,0,0,0,0
980979,R Bhatia,,,,,,,,,,,18,18,26,0,1st innings,Sunrisers Hyderabad,Rising Pune Supergiants,8.666666667,Bowler,,,,0,,,0,0,0,0,0
980979,RP Singh,,,,,,,,,,1,19,19,22,0,1st innings,Sunrisers Hyderabad,Rising Pune Supergiants,6.947368421,Bowler,,,,0,,25,0,0,0,25,25
980981,CJ Jordan,,,,,,,,,,,21,21,34,0,2nd innings,Mumbai Indians,Royal Challengers Bangalore,9.714285714,Bowler,,,,0,,,-2,0,0,-2,-2
980981,Harbhajan Singh,,,,,,,,,,,18,18,19,0,1st innings,Royal Challengers Bangalore,Mumbai Indians,6.333333333,Bowler,,,,0,,,0,0,0,0,0
980981,JJ Bumrah,,,,,,,,,,,24,24,28,0,1st innings,Royal Challengers Bangalore,Mumbai Indians,7,Bowler,,,,0,,,0,0,0,0,0
980981,KH Pandya,,,,,,,,,,1,24,24,15,0,1st innings,Royal Challengers Bangalore,Mumbai Indians,3.75,AllRounder,,,,0,,25,6,0,0,31,31
980981,MJ McClenaghan,,,,,,,,,,1,25,25,34,0,1st innings,Royal Challengers Bangalore,Mumbai Indians,8.16,Bowler,,,,0,,25,0,0,0,25,25
980981,S Aravind,,,,,,,,,,1,24,24,23,0,2nd innings,Mumbai Indians,Royal Challengers Bangalore,5.75,Bowler,,,,0,,25,2,0,0,27,27
980981,STR Binny,,,,,,,,,,,6,6,2,0,2nd innings,Mumbai Indians,Royal Challengers Bangalore,2,AllRounder,,,,0,,,6,0,0,6,6
980981,TG Southee,,,,,,,,,,1,25,25,26,0,1st innings,Royal Challengers Bangalore,Mumbai Indians,6.24,Bowler,,,,0,,25,0,0,0,25,25
980981,VR Aaron,,,,,,,,,,2,26,26,33,0,2nd innings,Mumbai Indians,Royal Challengers Bangalore,7.615384615,Bowler,,,,0,,50,0,0,0,50,50
980981,YS Chahal,,,,,,,,,,1,24,24,16,0,2nd innings,Mumbai Indians,Royal Challengers Bangalore,4,Bowler,,,,0,,25,6,0,0,31,31
980983,A Mishra,,,,,,,,,,2,18,18,19,0,1st innings,Sunrisers Hyderabad,Delhi Daredevils,6.333333333,Bowler,,,,0,,50,0,0,0,50,50
980983,CH Morris,,,,,,,,,,1,25,25,18,0,1st innings,Sunrisers Hyderabad,Delhi Daredevils,4.32,Bowler,,,,0,,25,4,0,0,29,29
980983,J Yadav,,,,,,,,,,1,25,25,31,0,1st innings,Sunrisers Hyderabad,Delhi Daredevils,7.44,Bowler,,,,0,,25,0,0,0,25,25
980983,JP Duminy,,,,,,,,,,,13,13,18,0,1st innings,Sunrisers Hyderabad,Delhi Daredevils,8.307692308,AllRounder,,,,0,,,0,0,0,0,0
980983,Mohammed Shami,,,,,,,,,,1,18,18,26,0,1st innings,Sunrisers Hyderabad,Delhi Daredevils,8.666666667,Bowler,,,,0,,25,0,0,0,25,25
980983,Mustafizur Rahman,,,,,,,,,,,25,25,38,0,2nd innings,Delhi Daredevils,Sunrisers Hyderabad,9.12,Bowler,,,,0,,,-2,0,0,-2,-2
980983,NM Coulter Nile,,,,,,,,,,2,26,26,23,0,1st innings,Sunrisers Hyderabad,Delhi Daredevils,5.307692308,Bowler,,,,0,,50,2,0,0,52,52
980985,AR Patel,,,,,,,,,,1,24,24,30,0,1st innings,Mumbai Indians,Kings XI Punjab,7.5,Bowler,,,,0,,25,0,0,0,25,25
980985,KC Cariappa,,,,,,,,,,,25,25,35,0,1st innings,Mumbai Indians,Kings XI Punjab,8.4,Bowler,,,,0,,,0,0,0,0,0
980985,MM Sharma,,,,,,,,,,2,25,25,25,0,1st innings,Mumbai Indians,Kings XI Punjab,6,Bowler,,,,0,,50,2,0,0,52,52
980985,MP Stoinis,,,,,,,,,,4,24,24,15,0,1st innings,Mumbai Indians,Kings XI Punjab,3.75,AllRounder,,,,0,,100,6,0,8,114,114
980985,Sandeep Sharma,,,,,,,,,,2,24,24,11,0,1st innings,Mumbai Indians,Kings XI Punjab,2.75,Bowler,,,,0,,50,6,0,0,56,56
980987,CJ Jordan,,,,,,,,,,4,20,20,9,0,2nd innings,Gujarat Lions,Royal Challengers Bangalore,2.7,Bowler,,,,0,,100,6,0,8,114,114
980987,S Aravind,,,,,,,,,,1,18,18,15,0,2nd innings,Gujarat Lions,Royal Challengers Bangalore,5,Bowler,,,,0,,25,4,0,0,29,29
980987,STR Binny,,,,,,,,,,,12,12,13,0,2nd innings,Gujarat Lions,Royal Challengers Bangalore,6.5,AllRounder,,,,0,,,0,0,0,0,0
980987,Sachin Baby,,,,,,,,,,2,4,4,4,0,2nd innings,Gujarat Lions,Royal Challengers Bangalore,6,Batsmen,,,,0,,50,2,0,0,52,52
980987,VR Aaron,,,,,,,,,,,14,14,17,0,2nd innings,Gujarat Lions,Royal Challengers Bangalore,7.285714286,Bowler,,,,0,,,0,0,0,0,0
980987,YS Chahal,,,,,,,,,,3,24,24,19,0,2nd innings,Gujarat Lions,Royal Challengers Bangalore,4.75,Bowler,,,,0,,75,4,0,0,79,79
980989,A Zampa,,,,,,,,,,,7,7,3,0,2nd innings,Kolkata Knight Riders,Rising Pune Supergiants,2.571428571,Bowler,,,,0,,,6,0,0,6,6
980989,AB Dinda,,,,,,,,,,,6,6,13,0,2nd innings,Kolkata Knight Riders,Rising Pune Supergiants,13,Bowler,,,,0,,,-6,0,0,-6,-6
980989,AD Russell,,,,,,,,,,1,12,12,11,0,1st innings,Rising Pune Supergiants,Kolkata Knight Riders,5.5,AllRounder,,,,0,,25,2,0,0,27,27
980989,AS Rajpoot,,,,,,,,,,1,13,13,13,0,1st innings,Rising Pune Supergiants,Kolkata Knight Riders,6,Bowler,,,,0,,25,2,0,0,27,27
980989,M Ashwin,,,,,,,,,,,8,8,11,0,2nd innings,Kolkata Knight Riders,Rising Pune Supergiants,8.25,Bowler,,,,0,,,0,0,0,0,0
980989,M Morkel,,,,,,,,,,,19,19,21,0,1st innings,Rising Pune Supergiants,Kolkata Knight Riders,6.631578947,Bowler,,,,0,,,0,0,0,0,0
980989,PP Chawla,,,,,,,,,,2,24,24,21,0,1st innings,Rising Pune Supergiants,Kolkata Knight Riders,5.25,Bowler,,,,0,,50,2,0,0,52,52
980989,SP Narine,,,,,,,,,,,22,22,10,0,1st innings,Rising Pune Supergiants,Kolkata Knight Riders,2.727272727,Bowler,,,,0,,,6,0,0,6,6
980989,Shakib Al Hasan,,,,,,,,,,1,18,18,21,0,1st innings,Rising Pune Supergiants,Kolkata Knight Riders,7,AllRounder,,,,0,,25,0,0,0,25,25
980991,A Nehra,,,,,,,,,,,17,17,35,0,1st innings,Kings XI Punjab,Sunrisers Hyderabad,12.35294118,Bowler,,,,0,,,-6,0,0,-6,-6
980991,AR Patel,,,,,,,,,,1,24,24,26,0,2nd innings,Sunrisers Hyderabad,Kings XI Punjab,6.5,Bowler,,,,0,,25,0,0,0,25,25
980991,Anureet Singh,,,,,,,,,,,20,20,26,0,2nd innings,Sunrisers Hyderabad,Kings XI Punjab,7.8,Bowler,,,,0,,,0,0,0,0,0
980991,B Kumar,,,,,,,,,,2,24,24,32,0,1st innings,Kings XI Punjab,Sunrisers Hyderabad,8,Bowler,,,,0,,50,0,0,0,50,50
980991,GJ Maxwell,,,,,,,,,,,6,6,11,0,2nd innings,Sunrisers Hyderabad,Kings XI Punjab,11,AllRounder,,,,0,,,-6,0,0,-6,-6
980991,KV Sharma,,,,,,,,,,,24,24,26,0,1st innings,Kings XI Punjab,Sunrisers Hyderabad,6.5,Bowler,,,,0,,,0,0,0,0,0
980991,MC Henriques,,,,,,,,,,1,18,18,29,0,1st innings,Kings XI Punjab,Sunrisers Hyderabad,9.666666667,AllRounder,,,,0,,25,-2,0,0,23,23
980991,MM Sharma,,,,,,,,,,,23,23,39,0,2nd innings,Sunrisers Hyderabad,Kings XI Punjab,10.17391304,Bowler,,,,0,,,-4,0,0,-4,-4
980991,MP Stoinis,,,,,,,,,,,19,19,27,0,2nd innings,Sunrisers Hyderabad,Kings XI Punjab,8.526315789,AllRounder,,,,0,,,0,0,0,0,0
980991,Mustafizur Rahman,,,,,,,,,,1,24,24,32,0,1st innings,Kings XI Punjab,Sunrisers Hyderabad,8,Bowler,,,,0,,25,0,0,0,25,25
980991,Sandeep Sharma,,,,,,,,,,1,24,24,35,0,2nd innings,Sunrisers Hyderabad,Kings XI Punjab,8.75,Bowler,,,,0,,25,0,0,0,25,25
980993,Harbhajan Singh,,,,,,,,,,1,24,24,34,0,2nd innings,Delhi Daredevils,Mumbai Indians,8.5,Bowler,,,,0,,25,0,0,0,25,25
980993,JJ Bumrah,,,,,,,,,,3,24,24,13,0,2nd innings,Delhi Daredevils,Mumbai Indians,3.25,Bowler,,,,0,,75,6,0,0,81,81
980993,MJ McClenaghan,,,,,,,,,,,24,24,26,0,2nd innings,Delhi Daredevils,Mumbai Indians,6.5,Bowler,,,,0,,,0,0,0,0,0
980993,N Rana,,,,,,,,,,,6,6,3,0,2nd innings,Delhi Daredevils,Mumbai Indians,3,Batsmen,,,,0,,,6,0,0,6,6
980993,R Vinay Kumar,,,,,,,,,,1,24,24,33,0,2nd innings,Delhi Daredevils,Mumbai Indians,8.25,Bowler,,,,0,,25,0,0,0,25,25
980995,AS Rajpoot,,,,,,,,,,,19,19,27,0,2nd innings,Royal Challengers Bangalore,Kolkata Knight Riders,8.526315789,Bowler,,,,0,,,0,0,0,0,0
980995,CJ Jordan,,,,,,,,,,,19,19,21,0,1st innings,Kolkata Knight Riders,Royal Challengers Bangalore,6.631578947,Bowler,,,,0,,,0,0,0,0,0
980995,Iqbal Abdulla,,,,,,,,,,1,25,25,21,0,1st innings,Kolkata Knight Riders,Royal Challengers Bangalore,5.04,Bowler,,,,0,,25,2,0,0,27,27
980995,M Morkel,,,,,,,,,,,12,12,20,0,2nd innings,Royal Challengers Bangalore,Kolkata Knight Riders,10,Bowler,,,,0,,,-4,0,0,-4,-4
980995,PP Chawla,,,,,,,,,,,19,19,32,0,2nd innings,Royal Challengers Bangalore,Kolkata Knight Riders,10.10526316,Bowler,,,,0,,,-4,0,0,-4,-4
980995,S Aravind,,,,,,,,,,2,24,24,41,0,1st innings,Kolkata Knight Riders,Royal Challengers Bangalore,10.25,Bowler,,,,0,,50,-4,0,0,46,46
980995,SP Narine,,,,,,,,,,1,24,24,34,0,2nd innings,Royal Challengers Bangalore,Kolkata Knight Riders,8.5,Bowler,,,,0,,25,0,0,0,25,25
980995,SR Watson,,,,,,,,,,,25,25,44,0,1st innings,Kolkata Knight Riders,Royal Challengers Bangalore,10.56,AllRounder,,,,0,,,-4,0,0,-4,-4
980995,STR Binny,,,,,,,,,,,6,6,8,0,1st innings,Kolkata Knight Riders,Royal Challengers Bangalore,8,AllRounder,,,,0,,,0,0,0,0,0
980995,YS Chahal,,,,,,,,,,1,26,26,36,0,1st innings,Kolkata Knight Riders,Royal Challengers Bangalore,8.307692308,Bowler,,,,0,,25,0,0,0,25,25
980997,A Mishra,,,,,,,,,,,12,12,10,0,2nd innings,Rising Pune Supergiants,Delhi Daredevils,5,Bowler,,,,0,,,4,0,0,4,4
980997,A Zampa,,,,,,,,,,3,24,24,21,0,1st innings,Delhi Daredevils,Rising Pune Supergiants,5.25,Bowler,,,,0,,75,2,0,0,77,77
980997,AB Dinda,,,,,,,,,,3,24,24,20,1,1st innings,Delhi Daredevils,Rising Pune Supergiants,5,Bowler,,,,0,,75,4,8,0,87,87
980997,DL Chahar,,,,,,,,,,,12,12,13,0,1st innings,Delhi Daredevils,Rising Pune Supergiants,6.5,Bowler,,,,0,,,0,0,0,0,0
980997,IK Pathan,,,,,,,,,,,18,18,17,0,1st innings,Delhi Daredevils,Rising Pune Supergiants,5.666666667,AllRounder,,,,0,,,2,0,0,2,2
980997,Mohammed Shami,,,,,,,,,,,6,6,12,0,2nd innings,Rising Pune Supergiants,Delhi Daredevils,12,Bowler,,,,0,,,-6,0,0,-6,-6
980997,NLTC Perera,,,,,,,,,,,18,18,27,0,1st innings,Delhi Daredevils,Rising Pune Supergiants,9,AllRounder,,,,0,,,-2,0,0,-2,-2
980997,R Ashwin,,,,,,,,,,,26,26,21,0,1st innings,Delhi Daredevils,Rising Pune Supergiants,4.846153846,Bowler,,,,0,,,4,0,0,4,4
980997,Z Khan,,,,,,,,,,,20,20,17,0,2nd innings,Rising Pune Supergiants,Delhi Daredevils,5.1,Bowler,,,,0,,,2,0,0,2,2
980999,CJ Jordan,,,,,,,,,,,6,6,12,0,2nd innings,Kings XI Punjab,Royal Challengers Bangalore,12,Bowler,,,,0,,,-6,0,0,-6,-6
980999,S Aravind,,,,,,,,,,2,14,14,16,0,2nd innings,Kings XI Punjab,Royal Challengers Bangalore,6.857142857,Bowler,,,,0,,50,0,0,0,50,50
980999,STR Binny,,,,,,,,,,,6,6,11,0,2nd innings,Kings XI Punjab,Royal Challengers Bangalore,11,AllRounder,,,,0,,,-6,0,0,-6,-6
980999,Sachin Baby,,,,,,,,,,,6,6,4,0,2nd innings,Kings XI Punjab,Royal Challengers Bangalore,4,Batsmen,,,,0,,,6,0,0,6,6
980999,VR Aaron,,,,,,,,,,,7,7,16,0,2nd innings,Kings XI Punjab,Royal Challengers Bangalore,13.71428571,Bowler,,,,0,,,-6,0,0,-6,-6
980999,YS Chahal,,,,,,,,,,4,18,18,25,0,2nd innings,Kings XI Punjab,Royal Challengers Bangalore,8.333333333,Bowler,,,,0,,100,0,0,8,108,108
981001,AS Rajpoot,,,,,,,,,,1,22,22,27,0,2nd innings,Gujarat Lions,Kolkata Knight Riders,7.363636364,Bowler,,,,0,,25,0,0,0,25,25
981001,DJ Bravo,,,,,,,,,,1,25,25,28,0,1st innings,Kolkata Knight Riders,Gujarat Lions,6.72,AllRounder,,,,0,,25,0,0,0,25,25
981001,DS Kulkarni,,,,,,,,,,1,25,25,33,0,1st innings,Kolkata Knight Riders,Gujarat Lions,7.92,Bowler,,,,0,,25,0,0,0,25,25
981001,P Kumar,,,,,,,,,,,14,14,10,0,1st innings,Kolkata Knight Riders,Gujarat Lions,4.285714286,Bowler,,,,0,,,4,0,0,4,4
981001,SB Jakati,,,,,,,,,,1,24,24,22,0,1st innings,Kolkata Knight Riders,Gujarat Lions,5.5,Bowler,,,,0,,25,2,0,0,27,27
981003,A Mishra,,,,,,,,,,,18,18,21,0,1st innings,Sunrisers Hyderabad,Delhi Daredevils,7,Bowler,,,,0,,,0,0,0,0,0
981003,BB Sran,,,,,,,,,,2,25,25,33,0,2nd innings,Delhi Daredevils,Sunrisers Hyderabad,7.92,Bowler,,,,0,,50,0,0,0,50,50
981003,J Yadav,,,,,,,,,,,24,24,37,0,1st innings,Sunrisers Hyderabad,Delhi Daredevils,9.25,Bowler,,,,0,,,-2,0,0,-2,-2
981003,KV Sharma,,,,,,,,,,,18,18,25,0,2nd innings,Delhi Daredevils,Sunrisers Hyderabad,8.333333333,Bowler,,,,0,,,0,0,0,0,0
981003,Mustafizur Rahman,,,,,,,,,,1,26,26,22,0,2nd innings,Delhi Daredevils,Sunrisers Hyderabad,5.076923077,Bowler,,,,0,,25,2,0,0,27,27
981003,NM Coulter Nile,,,,,,,,,,1,24,24,36,0,1st innings,Sunrisers Hyderabad,Delhi Daredevils,9,Bowler,,,,0,,25,-2,0,0,23,23
981003,Z Khan,,,,,,,,,,,24,24,26,0,1st innings,Sunrisers Hyderabad,Delhi Daredevils,6.5,Bowler,,,,0,,,0,0,0,0,0
981005,A Zampa,,,,,,,,,,1,24,24,32,0,1st innings,Kings XI Punjab,Rising Pune Supergiants,8,Bowler,,,,0,,25,0,0,0,25,25
981005,AB Dinda,,,,,,,,,,1,18,18,16,0,1st innings,Kings XI Punjab,Rising Pune Supergiants,5.333333333,Bowler,,,,0,,25,2,0,0,27,27
981005,DL Chahar,,,,,,,,,,,21,21,25,0,1st innings,Kings XI Punjab,Rising Pune Supergiants,7.142857143,Bowler,,,,0,,,0,0,0,0,0
981005,MM Sharma,,,,,,,,,,1,25,25,38,0,2nd innings,Rising Pune Supergiants,Kings XI Punjab,9.12,Bowler,,,,0,,25,-2,0,0,23,23
981005,Sandeep Sharma,,,,,,,,,,1,26,26,27,0,2nd innings,Rising Pune Supergiants,Kings XI Punjab,6.230769231,Bowler,,,,0,,25,0,0,0,25,25
981007,DJ Bravo,,,,,,,,,,2,26,26,20,0,1st innings,Mumbai Indians,Gujarat Lions,4.615384615,AllRounder,,,,0,,50,4,0,0,54,54
981007,DS Kulkarni,,,,,,,,,,2,24,24,41,0,1st innings,Mumbai Indians,Gujarat Lions,10.25,Bowler,,,,0,,50,-4,0,0,46,46
981007,JJ Bumrah,,,,,,,,,,1,27,27,39,0,2nd innings,Gujarat Lions,Mumbai Indians,8.666666667,Bowler,,,,0,,25,0,0,0,25,25
981007,MJ McClenaghan,,,,,,,,,,,23,23,38,0,2nd innings,Gujarat Lions,Mumbai Indians,9.913043478,Bowler,,,,0,,,-2,0,0,-2,-2
981007,P Kumar,,,,,,,,,,2,24,24,24,0,1st innings,Mumbai Indians,Gujarat Lions,6,Bowler,,,,0,,50,2,0,0,52,52
981007,SB Jakati,,,,,,,,,,,18,18,30,0,1st innings,Mumbai Indians,Gujarat Lions,10,Bowler,,,,0,,,-4,0,0,-4,-4
981009,AS Rajpoot,,,,,,,,,,1,18,18,21,0,2nd innings,Sunrisers Hyderabad,Kolkata Knight Riders,7,Bowler,,,,0,,25,0,0,0,25,25
981009,Kuldeep Yadav,,,,,,,,,,2,25,25,27,0,2nd innings,Sunrisers Hyderabad,Kolkata Knight Riders,6.48,Bowler,,,,0,,50,0,0,0,50,50
981009,Mustafizur Rahman,,,,,,,,,,1,25,25,31,0,1st innings,Kolkata Knight Riders,Sunrisers Hyderabad,7.44,Bowler,,,,0,,25,0,0,0,25,25
981009,SP Narine,,,,,,,,,,3,24,24,26,0,2nd innings,Sunrisers Hyderabad,Kolkata Knight Riders,6.5,Bowler,,,,0,,75,0,0,0,75,75
981011,A Mishra,,,,,,,,,,,24,24,33,0,2nd innings,Royal Challengers Bangalore,Delhi Daredevils,8.25,Bowler,,,,0,,,0,0,0,0,0
981011,CJ Jordan,,,,,,,,,,1,13,13,9,0,1st innings,Delhi Daredevils,Royal Challengers Bangalore,4.153846154,Bowler,,,,0,,25,4,0,0,29,29
981011,Iqbal Abdulla,,,,,,,,,,,12,12,14,0,1st innings,Delhi Daredevils,Royal Challengers Bangalore,7,Bowler,,,,0,,,0,0,0,0,0
