matchid,playername,playing_role,playing_team,playercost,total_points,pred_points_catboost,pred_points,pred_selection_rank,pred_selection_true,actual_selection_rank,actual_selection_true
1136614,Kuldeep Yadav,Bowler,Kolkata Knight Riders,10,25.0,27.258379524273487,27.258379524273487,,,,
1136614,M Prasidh Krishna,Bowler,Kolkata Knight Riders,10,216.0,28.152973870886957,28.152973870886957,,,0.0,1.0
1136614,MK Pandey,Batsmen,Sunrisers Hyderabad,10,31.0,31.429542714065523,31.429542714065523,7.0,1.0,10.0,1.0
1136614,N Rana,Batsmen,Kolkata Knight Riders,10,12.0,26.06663023451847,26.06663023451847,,,,
1136614,PP Chawla,Bowler,Kolkata Knight Riders,10,-2.0,25.10608694874497,25.10608694874497,,,,
1136614,RV Uthappa,Batsmen,Kolkata Knight Riders,10,53.0,34.40409542053066,34.40409542053066,5.0,1.0,4.0,1.0
1136614,Rashid Khan,Bowler,Sunrisers Hyderabad,10,-2.0,28.561330505942845,28.561330505942845,9.0,1.0,,
1136614,S Dhawan,Batsmen,Sunrisers Hyderabad,10,66.0,38.03312012235999,38.03312012235999,2.0,1.0,3.0,1.0
1136614,S Kaul,Bowler,Sunrisers Hyderabad,10,52.0,26.27197611723064,26.27197611723064,,,6.0,1.0
1136614,SP Goswami,Batsmen,Sunrisers Hyderabad,10,49.0,21.187318928547324,21.187318928547324,,,7.0,1.0
1136614,SP Narine,Bowler,Kolkata Knight Riders,10,68.0,36.31656926645349,36.31656926645349,4.0,1.0,2.0,1.0
1136614,Sandeep Sharma,Bowler,Sunrisers Hyderabad,10,-6.0,25.67877467586388,25.67877467586388,,,,
1136614,Shakib Al Hasan,AllRounder,Sunrisers Hyderabad,10,33.0,36.402590181592714,36.402590181592714,3.0,1.0,9.0,1.0
1136614,YK Pathan,AllRounder,Sunrisers Hyderabad,10,3.0,26.486113405288442,26.486113405288442,,,,
1136615,A Mishra,Bowler,Delhi Daredevils,10,118.5,29.600729269363185,29.600729269363185,9.0,1.0,1.0,1.0
1136615,Abhishek Sharma,Batsmen,Delhi Daredevils,10,19.0,23.251996783289236,23.251996783289236,,,,
1136615,BCJ Cutting,Bowler,Mumbai Indians,10,45.0,22.209242565174588,22.209242565174588,,,6.0,1.0
1136615,E Lewis,Batsmen,Mumbai Indians,10,60.0,32.817645959165674,32.817645959165674,6.0,1.0,4.0,1.0
1136615,GJ Maxwell,AllRounder,Delhi Daredevils,10,27.0,29.899397527684624,29.899397527684624,,,9.0,1.0
1136615,HH Pandya,AllRounder,Mumbai Indians,10,33.0,42.44749048926303,63.67123573389455,1.0,1.0,7.0,1.0
1136615,HV Patel,Bowler,Delhi Daredevils,10,73.0,33.35487072725804,33.35487072725804,5.0,1.0,3.0,1.0
1136615,Ishan Kishan,Batsmen,Mumbai Indians,10,6.0,30.3137251163276,30.3137251163276,8.0,1.0,,
1136615,JJ Bumrah,Bowler,Mumbai Indians,10,25.0,29.42949453526873,29.42949453526873,10.0,1.0,,
1136615,KA Pollard,AllRounder,Mumbai Indians,10,7.0,28.5231437223094,28.5231437223094,,,,
1136615,KH Pandya,AllRounder,Mumbai Indians,10,32.0,37.667285232662685,37.667285232662685,3.0,1.0,8.0,1.0
1136615,LE Plunkett,Bowler,Delhi Daredevils,10,0.0,26.707803145707217,26.707803145707217,,,,
1136615,M Markande,Bowler,Mumbai Indians,10,26.0,25.088674951276822,25.088674951276822,,,10.0,1.0
1136615,Mustafizur Rahman,Bowler,Mumbai Indians,10,0.0,27.151798750341683,27.151798750341683,,,,
1136615,PP Shaw,Batsmen,Delhi Daredevils,10,14.0,28.631589110296265,28.631589110296265,,,,
1136615,RG Sharma,Batsmen,Mumbai Indians,10,15.0,31.036981961803544,31.036981961803544,7.0,1.0,,
1136615,RR Pant,Batsmen,Delhi Daredevils,10,180.0,44.98323631493317,89.96647262986635,0.0,1.0,0.0,1.0
1136615,S Lamichhane,Bowler,Delhi Daredevils,10,75.0,28.764671585095854,28.764671585095854,,,2.0,1.0
1136615,SA Yadav,Batsmen,Mumbai Indians,10,15.0,40.32004922122975,40.32004922122975,2.0,1.0,,
1136615,SS Iyer,Batsmen,Delhi Daredevils,10,6.0,37.31965674146351,37.31965674146351,4.0,1.0,,
1136615,TA Boult,Bowler,Delhi Daredevils,10,25.0,29.40243492123377,29.40243492123377,,,,
1136615,V Shankar,Batsmen,Delhi Daredevils,10,52.0,24.654695823580393,24.654695823580393,,,5.0,1.0
1136616,AJ Finch,Batsmen,Kings XI Punjab,10,7.0,28.8107295806258,28.8107295806258,,,,
1136616,AJ Tye,Bowler,Kings XI Punjab,10,-2.0,35.50769899617069,35.50769899617069,5.0,1.0,,
1136616,AR Patel,Bowler,Kings XI Punjab,10,16.0,24.42127223915219,24.42127223915219,,,,
1136616,AS Rajpoot,Bowler,Kings XI Punjab,10,64.0,27.79883974586864,27.79883974586864,,,4.0,1.0
1136616,AT Rayudu,Batsmen,Chennai Super Kings,10,1.0,44.4368139668867,66.65522095033006,1.0,1.0,,
1136616,CH Gayle,Batsmen,Kings XI Punjab,10,-2.0,39.152324042091244,39.152324042091244,2.0,1.0,,
1136616,DA Miller,Batsmen,Kings XI Punjab,10,30.0,23.55539573883421,23.55539573883421,,,9.0,1.0
1136616,DJ Bravo,AllRounder,Chennai Super Kings,10,48.0,34.09391182737413,34.09391182737413,6.0,1.0,7.0,1.0
1136616,DL Chahar,Bowler,Chennai Super Kings,10,74.0,29.09339046695509,29.09339046695509,9.0,1.0,3.0,1.0
1136616,F du Plessis,Batsmen,Chennai Super Kings,10,17.0,33.80554193576242,33.80554193576242,7.0,1.0,,
1136616,Harbhajan Singh,Bowler,Chennai Super Kings,10,20.0,27.686225747842478,27.686225747842478,,,,
1136616,KK Nair,Batsmen,Kings XI Punjab,10,77.0,29.05783850891478,29.05783850891478,,,2.0,1.0
1136616,KL Rahul,Batsmen,Kings XI Punjab,10,9.0,48.717628943217036,97.43525788643407,0.0,1.0,,
1136616,L Ngidi,Bowler,Chennai Super Kings,10,244.0,28.763978784808764,28.763978784808764,,,0.0,1.0
1136616,MK Tiwary,Batsmen,Kings XI Punjab,10,42.0,24.466608600475897,24.466608600475897,,,8.0,1.0
1136616,MM Sharma,Bowler,Kings XI Punjab,10,27.0,24.286423822267913,24.286423822267913,,,10.0,1.0
1136616,MS Dhoni,Batsmen,Chennai Super Kings,10,19.0,33.286943501285656,33.286943501285656,8.0,1.0,,
1136616,R Ashwin,Bowler,Kings XI Punjab,10,51.0,25.53368395513005,25.53368395513005,,,5.0,1.0
1136616,RA Jadeja,AllRounder,Chennai Super Kings,10,25.0,37.23092475790936,37.23092475790936,3.0,1.0,,
1136616,SK Raina,Batsmen,Chennai Super Kings,10,123.0,36.76212850985849,36.76212850985849,4.0,1.0,1.0,1.0
1136616,SN Thakur,Bowler,Chennai Super Kings,10,50.0,29.074736750713495,29.074736750713495,10.0,1.0,6.0,1.0
1136616,SW Billings,Batsmen,Chennai Super Kings,10,-2.0,23.676205029859947,23.676205029859947,,,,
1136617,AT Rayudu,Batsmen,Chennai Super Kings,10,-2.0,39.005631341460244,58.508447012190366,1.0,1.0,,
1136617,B Kumar,Bowler,Sunrisers Hyderabad,10,40.0,27.71687147909201,27.71687147909201,,,6.0,1.0
1136617,CR Brathwaite,Bowler,Sunrisers Hyderabad,10,54.0,29.66147165179234,29.66147165179234,10.0,1.0,3.0,1.0
1136617,DJ Bravo,AllRounder,Chennai Super Kings,10,91.5,34.89620073068161,34.89620073068161,7.0,1.0,1.0,1.0
1136617,DL Chahar,Bowler,Chennai Super Kings,10,37.0,29.11771006278047,29.11771006278047,,,,
1136617,F du Plessis,Batsmen,Chennai Super Kings,10,178.0,32.564110438340784,32.564110438340784,,,0.0,1.0
1136617,Harbhajan Singh,Bowler,Chennai Super Kings,10,3.0,28.11949021966237,28.11949021966237,,,,
1136617,KS Williamson,Batsmen,Sunrisers Hyderabad,10,28.0,41.71413067012517,83.42826134025034,0.0,1.0,9.0,1.0
1136617,L Ngidi,Bowler,Chennai Super Kings,10,29.0,31.493159492276373,31.493159492276373,8.0,1.0,,
1136617,MK Pandey,Batsmen,Sunrisers Hyderabad,10,8.0,30.743201173101397,30.743201173101397,,,,
1136617,MS Dhoni,Batsmen,Chennai Super Kings,10,12.0,29.97254368398863,29.97254368398863,,,,
1136617,RA Jadeja,AllRounder,Chennai Super Kings,10,34.0,35.87287082889321,35.87287082889321,4.0,1.0,8.0,1.0
1136617,Rashid Khan,Bowler,Sunrisers Hyderabad,10,56.0,30.94050330142789,30.94050330142789,9.0,1.0,2.0,1.0
1136617,S Dhawan,Batsmen,Sunrisers Hyderabad,10,-2.0,35.63364992117951,35.63364992117951,5.0,1.0,,
1136617,S Kaul,Bowler,Sunrisers Hyderabad,10,50.0,28.713566113937148,28.713566113937148,,,4.0,1.0
1136617,SK Raina,Batsmen,Chennai Super Kings,10,27.0,34.94806729087057,34.94806729087057,6.0,1.0,10.0,1.0
1136617,SN Thakur,Bowler,Chennai Super Kings,10,39.0,29.50184591181393,29.50184591181393,,,7.0,1.0
1136617,SP Goswami,Batsmen,Sunrisers Hyderabad,10,14.0,22.8437384718857,22.8437384718857,,,,
1136617,SR Watson,AllRounder,Chennai Super Kings,10,-2.0,38.512140752894666,38.512140752894666,2.0,1.0,,
1136617,Sandeep Sharma,Bowler,Sunrisers Hyderabad,10,46.0,27.951938172731786,27.951938172731786,,,5.0,1.0
1136617,Shakib Al Hasan,AllRounder,Sunrisers Hyderabad,10,10.0,37.33107169798194,37.33107169798194,3.0,1.0,,
1136617,YK Pathan,AllRounder,Sunrisers Hyderabad,10,30.0,29.42156502844556,29.42156502844556,,,,
1136618,AD Russell,AllRounder,Kolkata Knight Riders,10,146.0,42.015564239395744,84.03112847879149,0.0,1.0,0.0,1.0
1136618,AM Rahane,Batsmen,Rajasthan Royals,10,53.0,34.17223561718818,34.17223561718818,4.0,1.0,4.0,1.0
1136618,B Laughlin,Bowler,Rajasthan Royals,10,48.0,27.156117730083643,27.156117730083643,10.0,1.0,7.0,1.0
1136618,CA Lynn,Batsmen,Kolkata Knight Riders,10,21.0,36.417167320069254,54.62575098010388,1.0,1.0,,
1136618,H Klaasen,Batsmen,Rajasthan Royals,10,19.0,22.50421168523475,22.50421168523475,,,,
1136618,IS Sodhi,Bowler,Rajasthan Royals,10,6.0,25.84144532668045,25.84144532668045,,,,
1136618,JC Archer,Bowler,Rajasthan Royals,10,50.0,26.473167635559374,26.473167635559374,,,6.0,1.0
1136618,JD Unadkat,Bowler,Rajasthan Royals,10,-6.0,26.569380521774573,26.569380521774573,,,,
1136618,JPR Scantlebury Searles,Bowler,Kolkata Knight Riders,10,-4.0,24.80459386382384,24.80459386382384,,,,
1136618,K Gowtham,Bowler,Rajasthan Royals,10,64.0,25.75750503114941,25.75750503114941,,,3.0,1.0
1136618,KD Karthik,Batsmen,Kolkata Knight Riders,10,102.0,31.578394960021946,31.578394960021946,6.0,1.0,1.0,1.0
1136618,Kuldeep Yadav,Bowler,Kolkata Knight Riders,10,29.0,26.90879079546884,26.90879079546884,,,9.0,1.0
1136618,M Prasidh Krishna,Bowler,Kolkata Knight Riders,10,25.0,31.099845742905348,31.099845742905348,7.0,1.0,,
1136618,N Rana,Batsmen,Kolkata Knight Riders,10,3.0,24.328506653115877,24.328506653115877,,,,
1136618,PP Chawla,Bowler,Kolkata Knight Riders,10,52.0,26.402224873584014,26.402224873584014,,,5.0,1.0
1136618,RA Tripathi,Batsmen,Rajasthan Royals,10,25.0,32.13606663321421,32.13606663321421,5.0,1.0,,
1136618,RV Uthappa,Batsmen,Kolkata Knight Riders,10,10.0,34.238000011193265,34.238000011193265,3.0,1.0,,
1136618,S Gopal,Bowler,Rajasthan Royals,10,25.0,28.0753403270193,28.0753403270193,9.0,1.0,10.0,1.0
1136618,SP Narine,Bowler,Kolkata Knight Riders,10,3.0,34.88152525865812,34.88152525865812,2.0,1.0,,
1136618,STR Binny,AllRounder,Rajasthan Royals,10,-2.0,25.581564522605266,25.581564522605266,,,,
1136618,SV Samson,Batsmen,Rajasthan Royals,10,66.0,29.026990824658828,29.026990824658828,8.0,1.0,2.0,1.0
1136618,Shubman Gill,Batsmen,Kolkata Knight Riders,10,33.0,23.905116545691797,23.905116545691797,,,8.0,1.0
1136619,AD Russell,AllRounder,Kolkata Knight Riders,10,1.0,40.59560272319106,60.89340408478658,1.0,1.0,,
1136619,B Kumar,Bowler,Sunrisers Hyderabad,10,4.0,24.78047642749413,24.78047642749413,,,,
1136619,CA Lynn,Batsmen,Kolkata Knight Riders,10,58.0,35.593951619737794,35.593951619737794,3.0,1.0,4.0,1.0
1136619,CR Brathwaite,Bowler,Sunrisers Hyderabad,10,61.0,29.486358820297745,29.486358820297745,10.0,1.0,2.0,1.0
1136619,DJ Hooda,Batsmen,Sunrisers Hyderabad,10,22.0,20.219749945514874,20.219749945514874,,,,
1136619,KD Karthik,Batsmen,Kolkata Knight Riders,10,9.0,32.02970040875076,32.02970040875076,7.0,1.0,,
1136619,KK Ahmed,Bowler,Sunrisers Hyderabad,10,-6.0,25.340974455529786,25.340974455529786,,,,
1136619,KS Williamson,Batsmen,Sunrisers Hyderabad,10,3.0,40.87824153696776,81.75648307393551,0.0,1.0,,
1136619,Kuldeep Yadav,Bowler,Kolkata Knight Riders,10,48.0,27.705525972118007,27.705525972118007,,,6.0,1.0
1136619,M Prasidh Krishna,Bowler,Kolkata Knight Riders,10,-6.0,31.539460923364548,31.539460923364548,8.0,1.0,,
1136619,N Rana,Batsmen,Kolkata Knight Riders,10,27.0,24.367591195892373,24.367591195892373,,,,
1136619,PP Chawla,Bowler,Kolkata Knight Riders,10,40.0,26.768161549115142,26.768161549115142,,,9.0,1.0
1136619,RV Uthappa,Batsmen,Kolkata Knight Riders,10,2.0,33.565528695546696,33.565528695546696,6.0,1.0,,
1136619,Rashid Khan,Bowler,Sunrisers Hyderabad,10,248.0,29.490764038026843,29.490764038026843,9.0,1.0,0.0,1.0
1136619,S Dhawan,Batsmen,Sunrisers Hyderabad,10,41.0,36.983749271226436,36.983749271226436,2.0,1.0,8.0,1.0
1136619,S Kaul,Bowler,Sunrisers Hyderabad,10,50.0,28.431091407078014,28.431091407078014,,,5.0,1.0
1136619,SP Narine,Bowler,Kolkata Knight Riders,10,91.5,35.13676987085075,35.13676987085075,4.0,1.0,1.0,1.0
1136619,Shakib Al Hasan,AllRounder,Sunrisers Hyderabad,10,59.0,33.90546671917123,33.90546671917123,5.0,1.0,3.0,1.0
1136619,Shivam Mavi,Bowler,Kolkata Knight Riders,10,32.0,24.7969546440573,24.7969546440573,,,,
1136619,Shubman Gill,Batsmen,Kolkata Knight Riders,10,34.0,22.822004673820125,22.822004673820125,,,10.0,1.0
1136619,WP Saha,Batsmen,Sunrisers Hyderabad,10,41.0,22.586249233181935,22.586249233181935,,,7.0,1.0
1136619,YK Pathan,AllRounder,Sunrisers Hyderabad,10,3.0,25.937862156693267,25.937862156693267,,,,
1136620,AT Rayudu,Batsmen,Chennai Super Kings,10,20.0,38.02354990637293,38.02354990637293,2.0,1.0,,
1136620,B Kumar,Bowler,Sunrisers Hyderabad,10,12.0,26.133815183703383,26.133815183703383,,,,
1136620,CR Brathwaite,Bowler,Sunrisers Hyderabad,10,51.0,30.740976697264628,30.740976697264628,,,3.0,1.0
1136620,DJ Bravo,AllRounder,Chennai Super Kings,10,21.0,34.73613747845035,34.73613747845035,7.0,1.0,10.0,1.0
1136620,DJ Hooda,Batsmen,Sunrisers Hyderabad,10,3.0,21.457016712370343,21.457016712370343,,,,
1136620,DL Chahar,Bowler,Chennai Super Kings,10,2.0,30.684417165554013,30.684417165554013,,,,
1136620,F du Plessis,Batsmen,Chennai Super Kings,10,12.0,33.986505090081856,33.986505090081856,,,,
1136620,KS Williamson,Batsmen,Sunrisers Hyderabad,10,100.5,38.696261948776026,77.39252389755205,0.0,1.0,1.0,1.0
1136620,KV Sharma,Bowler,Chennai Super Kings,10,25.0,29.878162653490485,29.878162653490485,,,8.0,1.0
1136620,L Ngidi,Bowler,Chennai Super Kings,10,33.0,31.93126248883055,31.93126248883055,8.0,1.0,5.0,1.0
1136620,RA Jadeja,AllRounder,Chennai Super Kings,10,19.0,35.89028375258198,35.89028375258198,4.0,1.0,,
1136620,Rashid Khan,Bowler,Sunrisers Hyderabad,10,10.0,31.474172932802105,31.474172932802105,10.0,1.0,,
1136620,S Dhawan,Batsmen,Sunrisers Hyderabad,10,31.0,35.98949158698023,35.98949158698023,3.0,1.0,6.0,1.0
1136620,S Kaul,Bowler,Sunrisers Hyderabad,10,-6.0,29.36482930681633,29.36482930681633,,,,
1136620,SK Raina,Batsmen,Chennai Super Kings,10,37.0,35.173751971361696,35.173751971361696,6.0,1.0,4.0,1.0
1136620,SN Thakur,Bowler,Chennai Super Kings,10,25.0,31.78364006021081,31.78364006021081,9.0,1.0,7.0,1.0
1136620,SP Goswami,Batsmen,Sunrisers Hyderabad,10,6.0,26.11391045749872,26.11391045749872,,,,
1136620,SR Watson,AllRounder,Chennai Super Kings,10,344.0,38.55177307658472,57.827659614877085,1.0,1.0,0.0,1.0
1136620,Sandeep Sharma,Bowler,Sunrisers Hyderabad,10,19.0,27.66122128738911,27.66122128738911,,,,
1136620,Shakib Al Hasan,AllRounder,Sunrisers Hyderabad,10,21.0,35.67984776490819,35.67984776490819,5.0,1.0,9.0,1.0
1136620,YK Pathan,AllRounder,Sunrisers Hyderabad,10,55.0,28.48815083230092,28.48815083230092,,,2.0,1.0
1175356,AB de Villiers,Batsmen,Royal Challengers Bangalore,10,9.0,39.66432723712853,59.4964908556928,1.0,1.0,,
1175356,AT Rayudu,Batsmen,Chennai Super Kings,10,32.0,35.12148901592049,35.12148901592049,7.0,1.0,8.0,1.0
1175356,C de Grandhomme,AllRounder,Royal Challengers Bangalore,10,5.0,27.99432547283605,27.99432547283605,,,,
1175356,DJ Bravo,AllRounder,Chennai Super Kings,10,39.0,35.33825606183037,35.33825606183037,6.0,1.0,5.0,1.0
1175356,DL Chahar,Bowler,Chennai Super Kings,10,6.0,29.82949252967505,29.82949252967505,8.0,1.0,,
1175356,Harbhajan Singh,Bowler,Chennai Super Kings,10,118.5,25.86123348320082,25.86123348320082,,,1.0,1.0
1175356,Imran Tahir,Bowler,Chennai Super Kings,10,178.0,28.42874771186038,28.42874771186038,9.0,1.0,0.0,1.0
1175356,KM Jadhav,Batsmen,Chennai Super Kings,10,15.0,26.79869166336609,26.79869166336609,,,10.0,1.0
1175356,MM Ali,AllRounder,Royal Challengers Bangalore,10,40.0,36.512841576825046,36.512841576825046,3.0,1.0,4.0,1.0
1175356,Mohammed Siraj,Bowler,Royal Challengers Bangalore,10,37.0,27.670789091145306,27.670789091145306,10.0,1.0,6.0,1.0
1175356,NA Saini,Bowler,Royal Challengers Bangalore,10,4.0,24.75283204180245,24.75283204180245,,,,
1175356,PA Patel,Batsmen,Royal Challengers Bangalore,10,34.0,34.700679909311035,34.700679909311035,,,7.0,1.0
1175356,RA Jadeja,AllRounder,Chennai Super Kings,10,72.0,35.66761653222547,35.66761653222547,5.0,1.0,2.0,1.0
1175356,S Dube,Batsmen,Royal Challengers Bangalore,10,8.0,24.232798854101066,24.232798854101066,,,,
1175356,SK Raina,Batsmen,Chennai Super Kings,10,25.0,35.833160220263494,35.833160220263494,4.0,1.0,9.0,1.0
1175356,SO Hetmyer,Batsmen,Royal Challengers Bangalore,10,-2.0,24.232798854101066,24.232798854101066,,,,
1175356,SR Watson,AllRounder,Chennai Super Kings,10,1.0,39.78160768488636,79.56321536977272,0.0,1.0,,
1175356,UT Yadav,Bowler,Royal Challengers Bangalore,10,7.0,26.759862758840093,26.759862758840093,,,,
1175356,V Kohli,Batsmen,Royal Challengers Bangalore,10,7.0,37.131976605676854,37.131976605676854,2.0,1.0,,
1175356,YS Chahal,Bowler,Royal Challengers Bangalore,10,43.0,25.35801239935368,25.35801239935368,,,3.0,1.0
1175357,AD Russell,AllRounder,Kolkata Knight Riders,10,232.0,38.80704560948495,58.210568414227424,1.0,1.0,0.0,1.0
1175357,B Kumar,Bowler,Sunrisers Hyderabad,10,-2.0,24.012681272353067,24.012681272353067,,,,
1175357,CA Lynn,Batsmen,Kolkata Knight Riders,10,9.0,35.5612800452014,35.5612800452014,3.0,1.0,,
1175357,DA Warner,Batsmen,Sunrisers Hyderabad,10,166.5,47.76269130444489,95.52538260888979,0.0,1.0,1.0,1.0
1175357,JM Bairstow,Batsmen,Sunrisers Hyderabad,10,47.0,24.38719801113492,24.38719801113492,,,4.0,1.0
1175357,KD Karthik,Batsmen,Kolkata Knight Riders,10,2.0,31.69846656266337,31.69846656266337,7.0,1.0,,
1175357,Kuldeep Yadav,Bowler,Kolkata Knight Riders,10,-2.0,30.827387225734107,30.827387225734107,9.0,1.0,,
1175357,LH Ferguson,Bowler,Kolkata Knight Riders,10,0.0,25.91891533098813,25.91891533098813,,,,
1175357,M Prasidh Krishna,Bowler,Kolkata Knight Riders,10,0.0,29.607187194814767,29.607187194814767,10.0,1.0,,
1175357,MK Pandey,Batsmen,Sunrisers Hyderabad,10,9.0,31.51759929784295,31.51759929784295,8.0,1.0,,
1175357,N Rana,Batsmen,Kolkata Knight Riders,10,91.0,27.04008077633593,27.04008077633593,,,2.0,1.0
1175357,PP Chawla,Bowler,Kolkata Knight Riders,10,25.0,28.215990496491614,28.215990496491614,,,8.0,1.0
1175357,RV Uthappa,Batsmen,Kolkata Knight Riders,10,40.0,33.17297288791696,33.17297288791696,5.0,1.0,5.0,1.0
1175357,Rashid Khan,Bowler,Sunrisers Hyderabad,10,25.0,31.78048031848494,31.78048031848494,6.0,1.0,7.0,1.0
1175357,S Kaul,Bowler,Sunrisers Hyderabad,10,25.0,28.39754655826738,28.39754655826738,,,6.0,1.0
1175357,SP Narine,Bowler,Kolkata Knight Riders,10,-2.0,35.640180775235365,35.640180775235365,2.0,1.0,,
1175357,Sandeep Sharma,Bowler,Sunrisers Hyderabad,10,23.0,26.040973501524363,26.040973501524363,,,9.0,1.0
1175357,Shakib Al Hasan,AllRounder,Sunrisers Hyderabad,10,21.0,34.845124675848524,34.845124675848524,4.0,1.0,,
1175357,Shubman Gill,Batsmen,Kolkata Knight Riders,10,22.0,24.83705821935993,24.83705821935993,,,10.0,1.0
1175357,V Shankar,Batsmen,Sunrisers Hyderabad,10,47.0,24.788452187119475,24.788452187119475,,,3.0,1.0
1175357,YK Pathan,AllRounder,Sunrisers Hyderabad,10,2.0,26.722996541765326,26.722996541765326,,,,
1175358,AR Patel,Bowler,Delhi Capitals,10,24.0,25.656975432253407,25.656975432253407,,,,
1175358,BCJ Cutting,Bowler,Mumbai Indians,10,22.0,26.5053898212832,26.5053898212832,,,,
1175358,CA Ingram,Batsmen,Delhi Capitals,10,56.0,24.280290895496503,24.280290895496503,,,3.0,1.0
1175358,HH Pandya,AllRounder,Mumbai Indians,10,21.0,38.40233757312596,57.60350635968894,1.0,1.0,,
1175358,I Sharma,Bowler,Delhi Capitals,10,50.0,24.435700082908053,24.435700082908053,,,6.0,1.0
1175358,JJ Bumrah,Bowler,Mumbai Indians,10,21.0,31.198559999537288,31.198559999537288,7.0,1.0,,
1175358,K Rabada,Bowler,Delhi Capitals,10,54.0,26.79725111166538,26.79725111166538,,,4.0,1.0
1175358,KA Pollard,AllRounder,Mumbai Indians,10,25.0,29.62904445564805,29.62904445564805,,,,
1175358,KH Pandya,AllRounder,Mumbai Indians,10,36.0,35.047384364628456,35.047384364628456,3.0,1.0,8.0,1.0
1175358,KMA Paul,Bowler,Delhi Capitals,10,32.0,24.42315318642325,24.42315318642325,,,10.0,1.0
1175358,MJ McClenaghan,Bowler,Mumbai Indians,10,124.5,30.822330124134854,30.822330124134854,8.0,1.0,1.0,1.0
1175358,PP Shaw,Batsmen,Delhi Capitals,10,9.0,26.02758727285354,26.02758727285354,,,,
1175358,Q de Kock,Batsmen,Mumbai Indians,10,35.0,32.15156654539236,32.15156654539236,6.0,1.0,9.0,1.0
1175358,R Tewatia,Bowler,Delhi Capitals,10,42.0,25.92732384191373,25.92732384191373,,,7.0,1.0
1175358,RG Sharma,Batsmen,Mumbai Indians,10,16.0,27.122129455136424,27.122129455136424,,,,
1175358,RR Pant,Batsmen,Delhi Capitals,10,218.0,38.02182951695313,38.02182951695313,2.0,1.0,0.0,1.0
1175358,Rasikh Salam,Bowler,Mumbai Indians,10,5.0,26.971183867916213,26.971183867916213,,,,
1175358,S Dhawan,Batsmen,Delhi Capitals,10,50.0,33.560987369439566,33.560987369439566,4.0,1.0,5.0,1.0
1175358,SA Yadav,Batsmen,Mumbai Indians,10,2.0,38.441674860964596,76.88334972192919,0.0,1.0,,
1175358,SS Iyer,Batsmen,Delhi Capitals,10,20.0,32.673804594732005,32.673804594732005,5.0,1.0,,
1175358,TA Boult,Bowler,Delhi Capitals,10,23.0,27.81459808269302,27.81459808269302,10.0,1.0,,
1175358,Yuvraj Singh,AllRounder,Mumbai Indians,10,78.0,29.67059410895716,29.67059410895716,9.0,1.0,2.0,1.0
1175359,AM Rahane,Batsmen,Rajasthan Royals,10,31.0,35.31247394395371,35.31247394395371,3.0,1.0,9.0,1.0
1175359,AS Rajpoot,Bowler,Kings XI Punjab,10,50.0,27.82696712363628,27.82696712363628,,,5.0,1.0
1175359,BA Stokes,AllRounder,Rajasthan Royals,10,54.0,42.74182115841312,42.74182115841312,2.0,1.0,3.0,1.0
1175359,CH Gayle,Batsmen,Kings XI Punjab,10,232.0,34.82403885431889,34.82403885431889,4.0,1.0,0.0,1.0
1175359,DS Kulkarni,Bowler,Rajasthan Royals,10,33.0,24.982434289615078,24.982434289615078,,,7.0,1.0
1175359,JC Archer,Bowler,Rajasthan Royals,10,6.0,31.302313128537502,31.302313128537502,8.0,1.0,,
1175359,JC Buttler,Batsmen,Rajasthan Royals,10,136.5,45.1119070731499,67.66786060972485,1.0,1.0,1.0,1.0
1175359,JD Unadkat,Bowler,Rajasthan Royals,10,-5.0,27.10167129455041,27.10167129455041,,,,
1175359,K Gowtham,Bowler,Rajasthan Royals,10,28.0,28.5071412454243,28.5071412454243,,,,
1175359,KL Rahul,Batsmen,Kings XI Punjab,10,5.0,49.32878957681152,98.65757915362305,0.0,1.0,,
1175359,MA Agarwal,Batsmen,Kings XI Punjab,10,28.0,22.797051832533327,22.797051832533327,,,,
1175359,Mandeep Singh,Batsmen,Kings XI Punjab,10,5.0,21.614724699757105,21.614724699757105,,,,
1175359,Mohammed Shami,Bowler,Kings XI Punjab,10,0.0,25.952515693109664,25.952515693109664,,,,
1175359,Mujeeb Ur Rahman,Bowler,Kings XI Punjab,10,50.0,29.688849385214144,29.688849385214144,10.0,1.0,4.0,1.0
1175359,N Pooran,Batsmen,Kings XI Punjab,10,15.0,24.606510042069157,24.606510042069157,,,,
1175359,R Ashwin,Bowler,Kings XI Punjab,10,29.0,25.277616044580693,25.277616044580693,,,10.0,1.0
1175359,RA Tripathi,Batsmen,Rajasthan Royals,10,2.0,33.27838693382071,33.27838693382071,6.0,1.0,,
1175359,S Gopal,Bowler,Rajasthan Royals,10,5.0,30.572591697408967,30.572591697408967,9.0,1.0,,
1175359,SM Curran,Bowler,Kings XI Punjab,10,44.0,25.73509579952395,25.73509579952395,,,6.0,1.0
1175359,SN Khan,Batsmen,Kings XI Punjab,10,55.0,17.419092292181006,17.419092292181006,,,2.0,1.0
1175359,SPD Smith,Batsmen,Rajasthan Royals,10,27.0,33.83126217956287,33.83126217956287,5.0,1.0,,
1175359,SV Samson,Batsmen,Rajasthan Royals,10,32.0,31.44686710652801,31.44686710652801,7.0,1.0,8.0,1.0
1175360,A Mishra,Bowler,Delhi Capitals,10,50.0,31.57730513582075,31.57730513582075,7.0,1.0,3.0,1.0
